,Time,BTCUSDT,COMPUSDT
7867,2023-06-09 21:44:00,26449.96,32.06
7868,2023-06-09 21:45:00,26450.59,32.06
7869,2023-06-09 21:46:00,26450.58,32.03
7870,2023-06-09 21:47:00,26441.36,32.03
7871,2023-06-09 21:48:00,26451.31,32.06
7872,2023-06-09 21:49:00,26442.52,32.06
7873,2023-06-09 21:50:00,26442.52,32.06
7874,2023-06-09 21:51:00,26444.67,32.06
7875,2023-06-09 21:52:00,26453.42,32.06
7876,2023-06-09 21:53:00,26460.39,32.06
7877,2023-06-09 21:54:00,26460.39,32.06
7878,2023-06-09 21:55:00,26455.64,32.06
7879,2023-06-09 21:56:00,26457.92,32.06
7880,2023-06-09 21:57:00,26453.56,32.06
7881,2023-06-09 21:58:00,26448.89,32.06
7882,2023-06-09 21:59:00,26451.16,32.06
7883,2023-06-09 22:00:00,26452.93,32.06
7884,2023-06-09 22:01:00,26452.92,32.12
7885,2023-06-09 22:02:00,26452.92,32.12
7886,2023-06-09 22:03:00,26452.91,32.13
7887,2023-06-09 22:04:00,26463.81,32.17
7888,2023-06-09 22:05:00,26460.95,32.16
7889,2023-06-09 22:06:00,26454.68,32.16
7890,2023-06-09 22:07:00,26451.82,32.16
7891,2023-06-09 22:08:00,26451.83,32.16
7892,2023-06-09 22:09:00,26451.83,32.16
7893,2023-06-09 22:10:00,26451.82,32.16
7894,2023-06-09 22:11:00,26451.83,32.18
7895,2023-06-09 22:12:00,26451.82,32.19
7896,2023-06-09 22:13:00,26451.83,32.19
7897,2023-06-09 22:14:00,26456.78,32.21
7898,2023-06-09 22:15:00,26454.2,32.23
7899,2023-06-09 22:16:00,26454.21,32.22
7900,2023-06-09 22:17:00,26454.21,32.22
7901,2023-06-09 22:18:00,26454.2,32.22
7902,2023-06-09 22:19:00,26454.21,32.22
7903,2023-06-09 22:20:00,26454.2,32.21
7904,2023-06-09 22:21:00,26454.21,32.21
7905,2023-06-09 22:22:00,26454.21,32.21
7906,2023-06-09 22:23:00,26454.21,32.18
7907,2023-06-09 22:24:00,26454.2,32.18
7908,2023-06-09 22:25:00,26460.46,32.18
7909,2023-06-09 22:26:00,26460.46,32.22
7910,2023-06-09 22:27:00,26451.83,32.2
7911,2023-06-09 22:28:00,26449.76,32.2
7912,2023-06-09 22:29:00,26449.76,32.2
7913,2023-06-09 22:30:00,26449.76,32.2
7914,2023-06-09 22:31:00,26447.34,32.2
7915,2023-06-09 22:32:00,26447.34,32.21
7916,2023-06-09 22:33:00,26447.33,32.21
7917,2023-06-09 22:34:00,26447.33,32.21
7918,2023-06-09 22:35:00,26450.41,32.2
7919,2023-06-09 22:36:00,26450.41,32.2
7920,2023-06-09 22:37:00,26450.4,32.2
7921,2023-06-09 22:38:00,26450.4,32.2
7922,2023-06-09 22:39:00,26468.35,32.2
7923,2023-06-09 22:40:00,26469.86,32.2
7924,2023-06-09 22:41:00,26478.27,32.2
7925,2023-06-09 22:42:00,26499.5,32.22
7926,2023-06-09 22:43:00,26495.66,32.22
7927,2023-06-09 22:44:00,26494.8,32.24
7928,2023-06-09 22:45:00,26487.2,32.24
7929,2023-06-09 22:46:00,26486.66,32.24
7930,2023-06-09 22:47:00,26486.48,32.24
7931,2023-06-09 22:48:00,26485.0,32.24
7932,2023-06-09 22:49:00,26485.01,32.24
7933,2023-06-09 22:50:00,26485.0,32.24
7934,2023-06-09 22:51:00,26480.0,32.24
7935,2023-06-09 22:52:00,26479.73,32.22
7936,2023-06-09 22:53:00,26479.73,32.22
7937,2023-06-09 22:54:00,26479.73,32.24
7938,2023-06-09 22:55:00,26479.55,32.22
7939,2023-06-09 22:56:00,26479.5,32.22
7940,2023-06-09 22:57:00,26479.51,32.24
7941,2023-06-09 22:58:00,26479.51,32.24
7942,2023-06-09 22:59:00,26479.52,32.24
7943,2023-06-09 23:00:00,26479.51,32.28
7944,2023-06-09 23:01:00,26491.64,32.28
7945,2023-06-09 23:02:00,26491.79,32.25
7946,2023-06-09 23:03:00,26499.5,32.25
7947,2023-06-09 23:04:00,26499.5,32.25
7948,2023-06-09 23:05:00,26491.6,32.25
7949,2023-06-09 23:06:00,26491.61,32.25
7950,2023-06-09 23:07:00,26491.61,32.25
7951,2023-06-09 23:08:00,26497.59,32.25
7952,2023-06-09 23:09:00,26497.2,32.26
7953,2023-06-09 23:10:00,26485.31,32.26
7954,2023-06-09 23:11:00,26483.34,32.26
7955,2023-06-09 23:12:00,26483.34,32.26
7956,2023-06-09 23:13:00,26483.33,32.26
7957,2023-06-09 23:14:00,26490.8,32.23
7958,2023-06-09 23:15:00,26482.96,32.22
7959,2023-06-09 23:16:00,26479.96,32.2
7960,2023-06-09 23:17:00,26474.15,32.2
7961,2023-06-09 23:18:00,26473.98,32.2
7962,2023-06-09 23:19:00,26468.37,32.2
7963,2023-06-09 23:20:00,26468.37,32.14
7964,2023-06-09 23:21:00,26468.39,32.14
7965,2023-06-09 23:22:00,26468.39,32.13
7966,2023-06-09 23:23:00,26469.77,32.13
7967,2023-06-09 23:24:00,26469.77,32.15
7968,2023-06-09 23:25:00,26466.1,32.15
7969,2023-06-09 23:26:00,26471.96,32.15
7970,2023-06-09 23:27:00,26471.96,32.15
7971,2023-06-09 23:28:00,26469.11,32.16
7972,2023-06-09 23:29:00,26469.1,32.13
7973,2023-06-09 23:30:00,26465.47,32.12
7974,2023-06-09 23:31:00,26476.27,32.12
7975,2023-06-09 23:32:00,26476.27,32.18
7976,2023-06-09 23:33:00,26471.18,32.18
7977,2023-06-09 23:34:00,26464.2,32.18
7978,2023-06-09 23:35:00,26464.0,32.18
7979,2023-06-09 23:36:00,26460.81,32.18
7980,2023-06-09 23:37:00,26460.82,32.17
7981,2023-06-09 23:38:00,26460.82,32.16
7982,2023-06-09 23:39:00,26470.0,32.18
7983,2023-06-09 23:40:00,26466.98,32.18
7984,2023-06-09 23:41:00,26466.98,32.18
7985,2023-06-09 23:42:00,26458.59,32.18
7986,2023-06-09 23:43:00,26458.07,32.18
7987,2023-06-09 23:44:00,26458.07,32.14
7988,2023-06-09 23:45:00,26471.73,32.14
7989,2023-06-09 23:46:00,26476.27,32.14
7990,2023-06-09 23:47:00,26473.92,32.14
7991,2023-06-09 23:48:00,26473.95,32.18
7992,2023-06-09 23:49:00,26479.13,32.2
7993,2023-06-09 23:50:00,26477.42,32.19
7994,2023-06-09 23:51:00,26476.26,32.19
7995,2023-06-09 23:52:00,26477.42,32.19
7996,2023-06-09 23:53:00,26477.41,32.19
7997,2023-06-09 23:54:00,26473.07,32.16
7998,2023-06-09 23:55:00,26474.93,32.16
7999,2023-06-09 23:56:00,26489.99,32.19
8000,2023-06-09 23:57:00,26492.68,32.19
8001,2023-06-09 23:58:00,26492.69,32.19
8002,2023-06-09 23:59:00,26492.69,32.19
8003,2023-06-10 00:00:00,26493.52,32.24
8004,2023-06-10 00:01:00,26493.53,32.24
8005,2023-06-10 00:02:00,26497.05,32.19
8006,2023-06-10 00:03:00,26493.74,32.19
8007,2023-06-10 00:04:00,26488.0,32.19
8008,2023-06-10 00:05:00,26486.85,32.19
8009,2023-06-10 00:06:00,26486.85,32.12
8010,2023-06-10 00:07:00,26486.85,32.12
8011,2023-06-10 00:08:00,26486.85,32.16
8012,2023-06-10 00:09:00,26486.84,32.14
8013,2023-06-10 00:10:00,26486.84,32.14
8014,2023-06-10 00:11:00,26486.11,32.14
8015,2023-06-10 00:12:00,26485.18,32.14
8016,2023-06-10 00:13:00,26485.12,32.14
8017,2023-06-10 00:14:00,26485.0,32.14
8018,2023-06-10 00:15:00,26474.71,32.14
8019,2023-06-10 00:16:00,26460.78,32.05
8020,2023-06-10 00:17:00,26461.61,32.09
8021,2023-06-10 00:18:00,26464.74,32.13
8022,2023-06-10 00:19:00,26457.67,32.14
8023,2023-06-10 00:20:00,26460.38,32.14
8024,2023-06-10 00:21:00,26460.19,32.14
8025,2023-06-10 00:22:00,26460.19,32.12
8026,2023-06-10 00:23:00,26460.19,32.12
8027,2023-06-10 00:24:00,26460.19,32.12
8028,2023-06-10 00:25:00,26465.76,32.09
8029,2023-06-10 00:26:00,26467.09,32.09
8030,2023-06-10 00:27:00,26467.09,32.09
8031,2023-06-10 00:28:00,26467.09,32.09
8032,2023-06-10 00:29:00,26467.08,32.09
8033,2023-06-10 00:30:00,26467.09,32.1
8034,2023-06-10 00:31:00,26467.08,32.06
8035,2023-06-10 00:32:00,26467.08,32.11
8036,2023-06-10 00:33:00,26456.58,32.06
8037,2023-06-10 00:34:00,26463.77,32.11
8038,2023-06-10 00:35:00,26455.4,32.11
8039,2023-06-10 00:36:00,26454.61,32.14
8040,2023-06-10 00:37:00,26450.01,32.14
8041,2023-06-10 00:38:00,26450.0,32.14
8042,2023-06-10 00:39:00,26450.0,32.14
8043,2023-06-10 00:40:00,26454.94,32.14
8044,2023-06-10 00:41:00,26452.79,32.14
8045,2023-06-10 00:42:00,26449.79,32.14
8046,2023-06-10 00:43:00,26454.95,32.14
8047,2023-06-10 00:44:00,26456.72,32.17
8048,2023-06-10 00:45:00,26454.94,32.17
8049,2023-06-10 00:46:00,26459.89,32.22
8050,2023-06-10 00:47:00,26468.14,32.22
8051,2023-06-10 00:48:00,26467.77,32.2
8052,2023-06-10 00:49:00,26467.77,32.21
8053,2023-06-10 00:50:00,26474.7,32.21
8054,2023-06-10 00:51:00,26477.4,32.21
8055,2023-06-10 00:52:00,26485.02,32.27
8056,2023-06-10 00:53:00,26485.31,32.27
8057,2023-06-10 00:54:00,26485.32,32.27
8058,2023-06-10 00:55:00,26485.32,32.27
8059,2023-06-10 00:56:00,26477.75,32.27
8060,2023-06-10 00:57:00,26477.76,32.23
8061,2023-06-10 00:58:00,26477.75,32.24
8062,2023-06-10 00:59:00,26477.81,32.24
8063,2023-06-10 01:00:00,26481.27,32.21
8064,2023-06-10 01:01:00,26477.85,32.17
8065,2023-06-10 01:02:00,26481.48,32.22
8066,2023-06-10 01:03:00,26481.47,32.26
8067,2023-06-10 01:04:00,26481.48,32.26
8068,2023-06-10 01:05:00,26475.52,32.26
8069,2023-06-10 01:06:00,26475.51,32.25
8070,2023-06-10 01:07:00,26475.37,32.23
8071,2023-06-10 01:08:00,26478.66,32.23
8072,2023-06-10 01:09:00,26474.1,32.2
8073,2023-06-10 01:10:00,26474.08,32.18
8074,2023-06-10 01:11:00,26474.08,32.18
8075,2023-06-10 01:12:00,26474.09,32.18
8076,2023-06-10 01:13:00,26476.21,32.21
8077,2023-06-10 01:14:00,26476.2,32.21
8078,2023-06-10 01:15:00,26476.21,32.2
8079,2023-06-10 01:16:00,26469.35,32.18
8080,2023-06-10 01:17:00,26477.02,32.21
8081,2023-06-10 01:18:00,26478.72,32.21
8082,2023-06-10 01:19:00,26472.01,32.21
8083,2023-06-10 01:20:00,26470.82,32.21
8084,2023-06-10 01:21:00,26464.15,32.14
8085,2023-06-10 01:22:00,26460.69,32.07
8086,2023-06-10 01:23:00,26468.09,32.11
8087,2023-06-10 01:24:00,26474.61,32.11
8088,2023-06-10 01:25:00,26480.78,32.14
8089,2023-06-10 01:26:00,26480.77,32.12
8090,2023-06-10 01:27:00,26477.3,32.12
8091,2023-06-10 01:28:00,26472.48,32.06
8092,2023-06-10 01:29:00,26471.24,32.06
8093,2023-06-10 01:30:00,26471.24,32.03
8094,2023-06-10 01:31:00,26478.07,32.04
8095,2023-06-10 01:32:00,26478.06,32.04
8096,2023-06-10 01:33:00,26478.06,32.05
8097,2023-06-10 01:34:00,26482.12,32.06
8098,2023-06-10 01:35:00,26475.77,32.03
8099,2023-06-10 01:36:00,26472.0,32.02
8100,2023-06-10 01:37:00,26470.01,32.0
8101,2023-06-10 01:38:00,26460.56,31.91
8102,2023-06-10 01:39:00,26455.31,31.9
8103,2023-06-10 01:40:00,26461.42,31.92
8104,2023-06-10 01:41:00,26469.9,31.93
8105,2023-06-10 01:42:00,26477.1,31.94
8106,2023-06-10 01:43:00,26475.21,31.93
8107,2023-06-10 01:44:00,26479.99,31.94
8108,2023-06-10 01:45:00,26479.4,31.94
8109,2023-06-10 01:46:00,26476.58,31.91
8110,2023-06-10 01:47:00,26476.59,31.91
8111,2023-06-10 01:48:00,26476.58,31.88
8112,2023-06-10 01:49:00,26476.59,31.86
8113,2023-06-10 01:50:00,26476.58,31.86
8114,2023-06-10 01:51:00,26450.0,31.77
8115,2023-06-10 01:52:00,26454.65,31.81
8116,2023-06-10 01:53:00,26454.64,31.81
8117,2023-06-10 01:54:00,26453.17,31.8
8118,2023-06-10 01:55:00,26454.65,31.82
8119,2023-06-10 01:56:00,26457.14,31.8
8120,2023-06-10 01:57:00,26459.99,31.81
8121,2023-06-10 01:58:00,26460.0,31.76
8122,2023-06-10 01:59:00,26459.99,31.77
8123,2023-06-10 02:00:00,26421.41,31.66
8124,2023-06-10 02:01:00,26419.66,31.66
8125,2023-06-10 02:02:00,26426.54,31.69
8126,2023-06-10 02:03:00,26434.12,31.73
8127,2023-06-10 02:04:00,26424.0,31.68
8128,2023-06-10 02:05:00,26428.56,31.7
8129,2023-06-10 02:06:00,26449.68,31.69
8130,2023-06-10 02:07:00,26457.73,31.71
8131,2023-06-10 02:08:00,26458.83,31.7
8132,2023-06-10 02:09:00,26476.66,31.77
8133,2023-06-10 02:10:00,26488.64,31.83
8134,2023-06-10 02:11:00,26532.94,31.89
8135,2023-06-10 02:12:00,26522.25,31.89
8136,2023-06-10 02:13:00,26502.01,31.88
8137,2023-06-10 02:14:00,26503.39,31.87
8138,2023-06-10 02:15:00,26486.25,31.84
8139,2023-06-10 02:16:00,26474.03,31.82
8140,2023-06-10 02:17:00,26468.2,31.8
8141,2023-06-10 02:18:00,26476.44,31.83
8142,2023-06-10 02:19:00,26472.17,31.77
8143,2023-06-10 02:20:00,26466.12,31.75
8144,2023-06-10 02:21:00,26466.13,31.73
8145,2023-06-10 02:22:00,26459.2,31.74
8146,2023-06-10 02:23:00,26460.0,31.69
8147,2023-06-10 02:24:00,26453.66,31.69
8148,2023-06-10 02:25:00,26446.83,31.72
8149,2023-06-10 02:26:00,26461.86,31.71
8150,2023-06-10 02:27:00,26457.06,31.68
8151,2023-06-10 02:28:00,26459.91,31.71
8152,2023-06-10 02:29:00,26480.74,31.74
8153,2023-06-10 02:30:00,26486.11,31.73
8154,2023-06-10 02:31:00,26470.01,31.7
8155,2023-06-10 02:32:00,26462.23,31.68
8156,2023-06-10 02:33:00,26456.12,31.65
8157,2023-06-10 02:34:00,26452.39,31.65
8158,2023-06-10 02:35:00,26455.9,31.7
8159,2023-06-10 02:36:00,26464.84,31.68
8160,2023-06-10 02:37:00,26471.13,31.7
8161,2023-06-10 02:38:00,26457.1,31.66
8162,2023-06-10 02:39:00,26457.1,31.64
8163,2023-06-10 02:40:00,26455.99,31.66
8164,2023-06-10 02:41:00,26461.78,31.66
8165,2023-06-10 02:42:00,26455.73,31.62
8166,2023-06-10 02:43:00,26447.71,31.56
8167,2023-06-10 02:44:00,26439.78,31.53
8168,2023-06-10 02:45:00,26436.39,31.55
8169,2023-06-10 02:46:00,26437.76,31.54
8170,2023-06-10 02:47:00,26429.86,31.48
8171,2023-06-10 02:48:00,26413.49,31.42
8172,2023-06-10 02:49:00,26374.42,31.31
8173,2023-06-10 02:50:00,26397.34,31.25
8174,2023-06-10 02:51:00,26406.75,31.29
8175,2023-06-10 02:52:00,26442.51,31.43
8176,2023-06-10 02:53:00,26444.97,31.45
8177,2023-06-10 02:54:00,26442.93,31.39
8178,2023-06-10 02:55:00,26428.66,31.39
8179,2023-06-10 02:56:00,26422.48,31.42
8180,2023-06-10 02:57:00,26405.51,31.38
8181,2023-06-10 02:58:00,26405.51,31.42
8182,2023-06-10 02:59:00,26396.93,31.41
8183,2023-06-10 03:00:00,26416.58,31.44
8184,2023-06-10 03:01:00,26396.97,31.43
8185,2023-06-10 03:02:00,26413.42,31.42
8186,2023-06-10 03:03:00,26410.0,31.44
8187,2023-06-10 03:04:00,26416.69,31.45
8188,2023-06-10 03:05:00,26391.22,31.38
8189,2023-06-10 03:06:00,26398.29,31.39
8190,2023-06-10 03:07:00,26385.43,31.36
8191,2023-06-10 03:08:00,26401.15,31.42
8192,2023-06-10 03:09:00,26398.29,31.35
8193,2023-06-10 03:10:00,26397.01,31.38
8194,2023-06-10 03:11:00,26417.92,31.42
8195,2023-06-10 03:12:00,26422.46,31.43
8196,2023-06-10 03:13:00,26427.15,31.43
8197,2023-06-10 03:14:00,26435.17,31.47
8198,2023-06-10 03:15:00,26425.74,31.44
8199,2023-06-10 03:16:00,26414.21,31.4
8200,2023-06-10 03:17:00,26414.2,31.43
8201,2023-06-10 03:18:00,26394.02,31.37
8202,2023-06-10 03:19:00,26391.4,31.38
8203,2023-06-10 03:20:00,26392.13,31.37
8204,2023-06-10 03:21:00,26404.87,31.38
8205,2023-06-10 03:22:00,26424.99,31.41
8206,2023-06-10 03:23:00,26420.86,31.39
8207,2023-06-10 03:24:00,26420.01,31.4
8208,2023-06-10 03:25:00,26424.98,31.37
8209,2023-06-10 03:26:00,26421.78,31.39
8210,2023-06-10 03:27:00,26417.73,31.38
8211,2023-06-10 03:28:00,26427.17,31.4
8212,2023-06-10 03:29:00,26427.9,31.43
8213,2023-06-10 03:30:00,26410.01,31.37
8214,2023-06-10 03:31:00,26402.94,31.37
8215,2023-06-10 03:32:00,26392.13,31.29
8216,2023-06-10 03:33:00,26395.05,31.32
8217,2023-06-10 03:34:00,26381.97,31.25
8218,2023-06-10 03:35:00,26384.96,31.3
8219,2023-06-10 03:36:00,26400.0,31.3
8220,2023-06-10 03:37:00,26387.7,31.29
8221,2023-06-10 03:38:00,26405.69,31.24
8222,2023-06-10 03:39:00,26405.67,31.23
8223,2023-06-10 03:40:00,26384.99,31.2
8224,2023-06-10 03:41:00,26380.61,31.21
8225,2023-06-10 03:42:00,26364.11,31.12
8226,2023-06-10 03:43:00,26352.69,30.97
8227,2023-06-10 03:44:00,26351.99,30.9
8228,2023-06-10 03:45:00,26374.01,31.0
8229,2023-06-10 03:46:00,26368.38,31.06
8230,2023-06-10 03:47:00,26391.91,31.05
8231,2023-06-10 03:48:00,26389.53,31.07
8232,2023-06-10 03:49:00,26389.52,31.12
8233,2023-06-10 03:50:00,26371.63,31.08
8234,2023-06-10 03:51:00,26384.14,31.1
8235,2023-06-10 03:52:00,26376.44,31.09
8236,2023-06-10 03:53:00,26373.16,31.12
8237,2023-06-10 03:54:00,26364.37,31.06
8238,2023-06-10 03:55:00,26373.02,31.07
8239,2023-06-10 03:56:00,26361.58,31.08
8240,2023-06-10 03:57:00,26317.63,31.01
8241,2023-06-10 03:58:00,26321.71,31.02
8242,2023-06-10 03:59:00,26326.92,31.1
8243,2023-06-10 04:00:00,26318.14,31.11
8244,2023-06-10 04:01:00,26342.79,31.14
8245,2023-06-10 04:02:00,26343.74,31.15
8246,2023-06-10 04:03:00,26354.34,31.11
8247,2023-06-10 04:04:00,26354.57,31.11
8248,2023-06-10 04:05:00,26349.62,31.12
8249,2023-06-10 04:06:00,26347.67,31.12
8250,2023-06-10 04:07:00,26359.53,31.13
8251,2023-06-10 04:08:00,26357.55,31.14
8252,2023-06-10 04:09:00,26353.48,31.13
8253,2023-06-10 04:10:00,26342.41,31.16
8254,2023-06-10 04:11:00,26336.41,31.12
8255,2023-06-10 04:12:00,26327.54,31.09
8256,2023-06-10 04:13:00,26335.44,31.14
8257,2023-06-10 04:14:00,26329.32,31.14
8258,2023-06-10 04:15:00,26325.31,31.16
8259,2023-06-10 04:16:00,26348.55,31.2
8260,2023-06-10 04:17:00,26351.16,31.17
8261,2023-06-10 04:18:00,26349.08,31.14
8262,2023-06-10 04:19:00,26358.01,31.15
8263,2023-06-10 04:20:00,26351.74,31.1
8264,2023-06-10 04:21:00,26349.09,31.08
8265,2023-06-10 04:22:00,26337.47,31.05
8266,2023-06-10 04:23:00,26325.7,31.02
8267,2023-06-10 04:24:00,26319.99,30.99
8268,2023-06-10 04:25:00,26331.44,31.03
8269,2023-06-10 04:26:00,26348.54,31.02
8270,2023-06-10 04:27:00,26346.9,31.02
8271,2023-06-10 04:28:00,26326.61,30.94
8272,2023-06-10 04:29:00,26328.41,30.93
8273,2023-06-10 04:30:00,26352.22,30.96
8274,2023-06-10 04:31:00,26350.13,30.97
8275,2023-06-10 04:32:00,26341.63,30.94
8276,2023-06-10 04:33:00,26331.16,30.87
8277,2023-06-10 04:34:00,26345.38,30.94
8278,2023-06-10 04:35:00,26342.75,30.9
8279,2023-06-10 04:36:00,26316.46,30.85
8280,2023-06-10 04:37:00,26313.67,30.84
8281,2023-06-10 04:38:00,26302.86,30.82
8282,2023-06-10 04:39:00,26317.39,30.82
8283,2023-06-10 04:40:00,26327.95,30.93
8284,2023-06-10 04:41:00,26339.82,30.9
8285,2023-06-10 04:42:00,26345.69,30.92
8286,2023-06-10 04:43:00,26354.99,30.91
8287,2023-06-10 04:44:00,26350.86,30.91
8288,2023-06-10 04:45:00,26332.2,30.89
8289,2023-06-10 04:46:00,26341.3,30.94
8290,2023-06-10 04:47:00,26335.18,30.95
8291,2023-06-10 04:48:00,26355.0,31.01
8292,2023-06-10 04:49:00,26360.25,31.01
8293,2023-06-10 04:50:00,26340.01,30.93
8294,2023-06-10 04:51:00,26336.46,30.91
8295,2023-06-10 04:52:00,26327.93,30.87
8296,2023-06-10 04:53:00,26327.57,30.87
8297,2023-06-10 04:54:00,26328.89,30.86
8298,2023-06-10 04:55:00,26326.28,30.82
8299,2023-06-10 04:56:00,26312.57,30.77
8300,2023-06-10 04:57:00,26317.77,30.81
8301,2023-06-10 04:58:00,26328.84,30.84
8302,2023-06-10 04:59:00,26323.07,30.8
8303,2023-06-10 05:00:00,26315.26,30.79
8304,2023-06-10 05:01:00,26307.35,30.76
8305,2023-06-10 05:02:00,26326.81,30.86
8306,2023-06-10 05:03:00,26331.36,30.87
8307,2023-06-10 05:04:00,26345.11,30.9
8308,2023-06-10 05:05:00,26344.55,30.92
8309,2023-06-10 05:06:00,26347.2,30.89
8310,2023-06-10 05:07:00,26343.46,30.91
8311,2023-06-10 05:08:00,26340.49,30.9
8312,2023-06-10 05:09:00,26347.84,30.91
8313,2023-06-10 05:10:00,26340.48,30.9
8314,2023-06-10 05:11:00,26331.12,30.86
8315,2023-06-10 05:12:00,26331.12,30.85
8316,2023-06-10 05:13:00,26326.06,30.83
8317,2023-06-10 05:14:00,26334.15,30.85
8318,2023-06-10 05:15:00,26324.45,30.81
8319,2023-06-10 05:16:00,26323.25,30.76
8320,2023-06-10 05:17:00,26308.03,30.73
8321,2023-06-10 05:18:00,26294.32,30.67
8322,2023-06-10 05:19:00,26288.09,30.51
8323,2023-06-10 05:20:00,26251.32,30.39
8324,2023-06-10 05:21:00,26142.18,29.0
8325,2023-06-10 05:22:00,26106.61,27.56
8326,2023-06-10 05:23:00,26042.11,26.45
8327,2023-06-10 05:24:00,25889.99,25.5
8328,2023-06-10 05:25:00,25855.86,25.25
8329,2023-06-10 05:26:00,25876.16,23.67
8330,2023-06-10 05:27:00,25815.82,23.59
8331,2023-06-10 05:28:00,25809.36,24.34
8332,2023-06-10 05:29:00,25853.92,25.13
8333,2023-06-10 05:30:00,25872.32,25.66
8334,2023-06-10 05:31:00,25952.16,26.01
8335,2023-06-10 05:32:00,25865.77,25.81
8336,2023-06-10 05:33:00,25920.01,25.91
8337,2023-06-10 05:34:00,25900.0,26.29
8338,2023-06-10 05:35:00,25919.98,26.59
8339,2023-06-10 05:36:00,25891.83,26.54
8340,2023-06-10 05:37:00,25902.0,26.57
8341,2023-06-10 05:38:00,25930.15,26.58
8342,2023-06-10 05:39:00,25935.28,26.56
8343,2023-06-10 05:40:00,25894.24,26.43
8344,2023-06-10 05:41:00,25839.99,26.13
8345,2023-06-10 05:42:00,25760.43,26.07
8346,2023-06-10 05:43:00,25829.36,26.23
8347,2023-06-10 05:44:00,25840.96,26.32
8348,2023-06-10 05:45:00,25800.0,26.35
8349,2023-06-10 05:46:00,25852.8,26.51
8350,2023-06-10 05:47:00,25884.44,26.57
8351,2023-06-10 05:48:00,25890.1,26.79
8352,2023-06-10 05:49:00,25881.23,27.04
8353,2023-06-10 05:50:00,25837.43,26.93
8354,2023-06-10 05:51:00,25818.48,26.85
8355,2023-06-10 05:52:00,25844.84,26.91
8356,2023-06-10 05:53:00,25831.19,26.96
8357,2023-06-10 05:54:00,25780.21,26.86
8358,2023-06-10 05:55:00,25797.15,26.96
8359,2023-06-10 05:56:00,25818.82,27.0
8360,2023-06-10 05:57:00,25815.97,26.94
8361,2023-06-10 05:58:00,25781.13,26.8
8362,2023-06-10 05:59:00,25765.28,26.71
8363,2023-06-10 06:00:00,25764.58,26.69
8364,2023-06-10 06:01:00,25782.24,26.85
8365,2023-06-10 06:02:00,25799.95,26.96
8366,2023-06-10 06:03:00,25774.17,26.88
8367,2023-06-10 06:04:00,25712.77,26.98
8368,2023-06-10 06:05:00,25708.45,26.98
8369,2023-06-10 06:06:00,25614.84,26.8
8370,2023-06-10 06:07:00,25629.59,26.92
8371,2023-06-10 06:08:00,25654.08,26.81
8372,2023-06-10 06:09:00,25633.21,26.81
8373,2023-06-10 06:10:00,25627.64,26.8
8374,2023-06-10 06:11:00,25607.08,26.8
8375,2023-06-10 06:12:00,25665.98,26.91
8376,2023-06-10 06:13:00,25622.68,26.96
8377,2023-06-10 06:14:00,25619.61,26.9
8378,2023-06-10 06:15:00,25649.98,27.03
8379,2023-06-10 06:16:00,25656.57,27.04
8380,2023-06-10 06:17:00,25636.41,27.04
8381,2023-06-10 06:18:00,25635.29,27.08
8382,2023-06-10 06:19:00,25591.99,27.04
8383,2023-06-10 06:20:00,25514.97,26.87
8384,2023-06-10 06:21:00,25579.13,26.99
8385,2023-06-10 06:22:00,25621.82,27.07
8386,2023-06-10 06:23:00,25630.65,27.07
8387,2023-06-10 06:24:00,25667.61,27.18
8388,2023-06-10 06:25:00,25679.16,27.2
8389,2023-06-10 06:26:00,25684.87,27.27
8390,2023-06-10 06:27:00,25662.04,27.13
8391,2023-06-10 06:28:00,25661.44,27.1
8392,2023-06-10 06:29:00,25617.2,27.03
8393,2023-06-10 06:30:00,25600.3,26.98
8394,2023-06-10 06:31:00,25620.32,26.99
8395,2023-06-10 06:32:00,25591.94,26.88
8396,2023-06-10 06:33:00,25573.66,26.84
8397,2023-06-10 06:34:00,25583.16,26.95
8398,2023-06-10 06:35:00,25592.39,26.92
8399,2023-06-10 06:36:00,25591.12,26.88
8400,2023-06-10 06:37:00,25622.06,26.95
8401,2023-06-10 06:38:00,25647.68,26.94
8402,2023-06-10 06:39:00,25673.71,26.97
8403,2023-06-10 06:40:00,25631.77,26.89
8404,2023-06-10 06:41:00,25630.43,26.87
8405,2023-06-10 06:42:00,25662.5,26.86
8406,2023-06-10 06:43:00,25664.55,26.87
8407,2023-06-10 06:44:00,25663.31,26.88
8408,2023-06-10 06:45:00,25597.56,26.82
8409,2023-06-10 06:46:00,25567.88,26.75
8410,2023-06-10 06:47:00,25586.45,26.74
8411,2023-06-10 06:48:00,25554.89,26.65
8412,2023-06-10 06:49:00,25560.1,26.65
8413,2023-06-10 06:50:00,25510.63,26.57
8414,2023-06-10 06:51:00,25469.71,26.5
8415,2023-06-10 06:52:00,25501.92,26.45
8416,2023-06-10 06:53:00,25501.27,26.46
8417,2023-06-10 06:54:00,25491.94,26.49
8418,2023-06-10 06:55:00,25505.94,26.51
8419,2023-06-10 06:56:00,25489.27,26.45
8420,2023-06-10 06:57:00,25523.03,26.48
8421,2023-06-10 06:58:00,25505.24,26.43
8422,2023-06-10 06:59:00,25518.06,26.41
8423,2023-06-10 07:00:00,25534.93,26.49
8424,2023-06-10 07:01:00,25553.66,26.52
8425,2023-06-10 07:02:00,25562.33,26.61
