,Time,LTCUSDT,BUSDUSDT
0,2023-06-04 10:49:00,96.35,0.9999
1,2023-06-04 10:50:00,96.44,0.9999
2,2023-06-04 10:51:00,96.41,0.9998
3,2023-06-04 10:52:00,96.4,0.9998
4,2023-06-04 10:53:00,96.38,0.9999
5,2023-06-04 10:54:00,96.28,0.9999
6,2023-06-04 10:55:00,96.22,0.9998
7,2023-06-04 10:56:00,96.21,0.9998
8,2023-06-04 10:57:00,96.18,0.9998
9,2023-06-04 10:58:00,96.32,0.9999
10,2023-06-04 10:59:00,96.36,0.9999
11,2023-06-04 11:00:00,96.33,0.9998
12,2023-06-04 11:01:00,96.27,0.9998
13,2023-06-04 11:02:00,96.24,0.9999
14,2023-06-04 11:03:00,96.22,0.9998
15,2023-06-04 11:04:00,96.2,0.9998
16,2023-06-04 11:05:00,96.19,0.9998
17,2023-06-04 11:06:00,96.2,0.9999
18,2023-06-04 11:07:00,96.24,0.9998
19,2023-06-04 11:08:00,96.24,0.9999
20,2023-06-04 11:09:00,96.35,0.9998
21,2023-06-04 11:10:00,96.26,0.9999
22,2023-06-04 11:11:00,96.28,0.9999
23,2023-06-04 11:12:00,96.38,0.9998
24,2023-06-04 11:13:00,96.35,0.9998
25,2023-06-04 11:14:00,96.35,0.9999
26,2023-06-04 11:15:00,96.36,0.9999
27,2023-06-04 11:16:00,96.35,0.9999
28,2023-06-04 11:17:00,96.32,0.9998
29,2023-06-04 11:18:00,96.28,0.9998
30,2023-06-04 11:19:00,96.23,0.9998
31,2023-06-04 11:20:00,96.31,0.9999
32,2023-06-04 11:21:00,96.35,0.9999
33,2023-06-04 11:22:00,96.31,0.9999
34,2023-06-04 11:23:00,96.32,0.9998
35,2023-06-04 11:24:00,96.28,0.9999
36,2023-06-04 11:25:00,96.31,0.9998
37,2023-06-04 11:26:00,96.4,0.9998
38,2023-06-04 11:27:00,96.43,0.9999
39,2023-06-04 11:28:00,96.44,0.9999
40,2023-06-04 11:29:00,96.45,0.9999
41,2023-06-04 11:30:00,96.38,0.9998
42,2023-06-04 11:31:00,96.38,0.9999
43,2023-06-04 11:32:00,96.33,0.9999
44,2023-06-04 11:33:00,96.34,0.9999
45,2023-06-04 11:34:00,96.4,0.9999
46,2023-06-04 11:35:00,96.36,0.9998
47,2023-06-04 11:36:00,96.37,0.9999
48,2023-06-04 11:37:00,96.33,0.9999
49,2023-06-04 11:38:00,96.33,0.9998
50,2023-06-04 11:39:00,96.32,0.9999
51,2023-06-04 11:40:00,96.27,0.9999
52,2023-06-04 11:41:00,96.21,0.9999
53,2023-06-04 11:42:00,96.27,0.9999
54,2023-06-04 11:43:00,96.25,0.9999
55,2023-06-04 11:44:00,96.23,0.9998
56,2023-06-04 11:45:00,96.32,0.9998
57,2023-06-04 11:46:00,96.34,0.9998
58,2023-06-04 11:47:00,96.37,0.9999
59,2023-06-04 11:48:00,96.43,0.9998
60,2023-06-04 11:49:00,96.43,0.9998
61,2023-06-04 11:50:00,96.43,0.9999
62,2023-06-04 11:51:00,96.45,0.9998
63,2023-06-04 11:52:00,96.47,0.9998
64,2023-06-04 11:53:00,96.48,0.9999
65,2023-06-04 11:54:00,96.45,0.9998
66,2023-06-04 11:55:00,96.45,0.9999
67,2023-06-04 11:56:00,96.35,0.9998
68,2023-06-04 11:57:00,96.34,0.9999
69,2023-06-04 11:58:00,96.34,0.9999
70,2023-06-04 11:59:00,96.36,0.9998
71,2023-06-04 12:00:00,96.33,0.9998
72,2023-06-04 12:01:00,96.31,0.9998
73,2023-06-04 12:02:00,96.27,0.9998
74,2023-06-04 12:03:00,96.27,0.9998
75,2023-06-04 12:04:00,96.23,0.9999
76,2023-06-04 12:05:00,96.28,0.9998
77,2023-06-04 12:06:00,96.29,0.9999
78,2023-06-04 12:07:00,96.34,0.9998
79,2023-06-04 12:08:00,96.28,0.9998
80,2023-06-04 12:09:00,96.31,0.9998
81,2023-06-04 12:10:00,96.29,0.9999
82,2023-06-04 12:11:00,96.3,0.9998
83,2023-06-04 12:12:00,96.29,0.9998
84,2023-06-04 12:13:00,96.29,0.9999
85,2023-06-04 12:14:00,96.26,0.9998
86,2023-06-04 12:15:00,96.23,0.9999
87,2023-06-04 12:16:00,96.18,0.9998
88,2023-06-04 12:17:00,96.19,0.9999
89,2023-06-04 12:18:00,96.1,0.9998
90,2023-06-04 12:19:00,96.13,0.9999
91,2023-06-04 12:20:00,96.13,0.9999
92,2023-06-04 12:21:00,96.16,0.9998
93,2023-06-04 12:22:00,96.21,0.9998
94,2023-06-04 12:23:00,96.17,0.9999
95,2023-06-04 12:24:00,96.14,0.9998
96,2023-06-04 12:25:00,96.15,0.9998
97,2023-06-04 12:26:00,96.26,0.9998
98,2023-06-04 12:27:00,96.35,0.9998
99,2023-06-04 12:28:00,96.33,0.9999
100,2023-06-04 12:29:00,96.31,0.9999
101,2023-06-04 12:30:00,96.29,0.9998
102,2023-06-04 12:31:00,96.3,0.9999
103,2023-06-04 12:32:00,96.29,0.9998
104,2023-06-04 12:33:00,96.31,0.9999
105,2023-06-04 12:34:00,96.34,0.9999
106,2023-06-04 12:35:00,96.37,0.9998
107,2023-06-04 12:36:00,96.28,0.9998
108,2023-06-04 12:37:00,96.27,0.9998
109,2023-06-04 12:38:00,96.25,0.9999
110,2023-06-04 12:39:00,96.14,0.9998
111,2023-06-04 12:40:00,96.1,0.9998
112,2023-06-04 12:41:00,96.15,0.9998
113,2023-06-04 12:42:00,96.22,0.9999
114,2023-06-04 12:43:00,96.16,0.9998
115,2023-06-04 12:44:00,96.05,0.9998
116,2023-06-04 12:45:00,96.07,0.9998
117,2023-06-04 12:46:00,96.11,0.9998
118,2023-06-04 12:47:00,96.11,0.9999
119,2023-06-04 12:48:00,96.16,0.9999
120,2023-06-04 12:49:00,96.21,0.9998
121,2023-06-04 12:50:00,96.24,0.9998
122,2023-06-04 12:51:00,96.08,0.9998
123,2023-06-04 12:52:00,96.1,0.9998
124,2023-06-04 12:53:00,96.12,0.9998
125,2023-06-04 12:54:00,96.15,0.9998
126,2023-06-04 12:55:00,96.14,0.9998
127,2023-06-04 12:56:00,96.16,0.9998
128,2023-06-04 12:57:00,96.17,0.9999
129,2023-06-04 12:58:00,96.32,0.9998
130,2023-06-04 12:59:00,96.34,0.9999
131,2023-06-04 13:00:00,96.32,0.9999
132,2023-06-04 13:01:00,96.32,0.9999
133,2023-06-04 13:02:00,96.32,0.9999
134,2023-06-04 13:03:00,96.33,0.9999
135,2023-06-04 13:04:00,96.29,0.9998
136,2023-06-04 13:05:00,96.28,0.9999
137,2023-06-04 13:06:00,96.29,0.9998
138,2023-06-04 13:07:00,96.29,0.9998
139,2023-06-04 13:08:00,96.3,0.9999
140,2023-06-04 13:09:00,96.26,0.9999
141,2023-06-04 13:10:00,96.28,0.9998
142,2023-06-04 13:11:00,96.32,0.9998
143,2023-06-04 13:12:00,96.32,0.9999
144,2023-06-04 13:13:00,96.35,0.9998
145,2023-06-04 13:14:00,96.36,0.9999
146,2023-06-04 13:15:00,96.36,0.9999
147,2023-06-04 13:16:00,96.26,0.9999
148,2023-06-04 13:17:00,96.21,0.9998
149,2023-06-04 13:18:00,96.23,0.9998
150,2023-06-04 13:19:00,96.12,0.9999
151,2023-06-04 13:20:00,96.18,0.9999
152,2023-06-04 13:21:00,96.11,0.9998
153,2023-06-04 13:22:00,96.14,0.9999
154,2023-06-04 13:23:00,96.14,0.9999
155,2023-06-04 13:24:00,96.23,0.9998
156,2023-06-04 13:25:00,96.24,0.9999
157,2023-06-04 13:26:00,96.23,0.9999
158,2023-06-04 13:27:00,96.19,0.9998
159,2023-06-04 13:28:00,96.14,0.9998
160,2023-06-04 13:29:00,96.11,0.9999
161,2023-06-04 13:30:00,96.08,0.9998
162,2023-06-04 13:31:00,95.83,0.9998
163,2023-06-04 13:32:00,95.96,0.9999
164,2023-06-04 13:33:00,95.96,0.9999
165,2023-06-04 13:34:00,95.97,0.9998
166,2023-06-04 13:35:00,96.07,0.9998
167,2023-06-04 13:36:00,96.06,0.9998
168,2023-06-04 13:37:00,96.06,0.9998
169,2023-06-04 13:38:00,95.99,0.9999
170,2023-06-04 13:39:00,95.91,0.9998
171,2023-06-04 13:40:00,95.94,0.9998
172,2023-06-04 13:41:00,95.94,0.9998
173,2023-06-04 13:42:00,95.94,0.9999
174,2023-06-04 13:43:00,96.02,0.9999
175,2023-06-04 13:44:00,96.04,0.9998
176,2023-06-04 13:45:00,96.01,0.9998
177,2023-06-04 13:46:00,96.05,0.9999
178,2023-06-04 13:47:00,96.06,0.9999
179,2023-06-04 13:48:00,96.07,0.9999
180,2023-06-04 13:49:00,96.06,0.9999
181,2023-06-04 13:50:00,96.06,0.9998
182,2023-06-04 13:51:00,96.12,0.9998
183,2023-06-04 13:52:00,96.11,0.9998
184,2023-06-04 13:53:00,96.11,0.9998
185,2023-06-04 13:54:00,96.12,0.9998
186,2023-06-04 13:55:00,96.17,0.9998
187,2023-06-04 13:56:00,96.19,0.9999
188,2023-06-04 13:57:00,96.17,0.9999
189,2023-06-04 13:58:00,96.17,0.9999
190,2023-06-04 13:59:00,96.18,0.9999
191,2023-06-04 14:00:00,96.21,0.9998
192,2023-06-04 14:01:00,96.24,0.9998
193,2023-06-04 14:02:00,96.2,0.9998
194,2023-06-04 14:03:00,96.13,0.9998
195,2023-06-04 14:04:00,96.16,0.9998
196,2023-06-04 14:05:00,96.18,0.9998
197,2023-06-04 14:06:00,96.18,0.9998
198,2023-06-04 14:07:00,96.26,0.9998
199,2023-06-04 14:08:00,96.21,0.9998
200,2023-06-04 14:09:00,96.2,0.9998
201,2023-06-04 14:10:00,96.18,0.9999
202,2023-06-04 14:11:00,96.16,0.9999
203,2023-06-04 14:12:00,96.11,0.9998
204,2023-06-04 14:13:00,96.12,0.9998
205,2023-06-04 14:14:00,96.12,0.9998
206,2023-06-04 14:15:00,96.22,0.9999
207,2023-06-04 14:16:00,96.25,0.9998
208,2023-06-04 14:17:00,96.19,0.9998
209,2023-06-04 14:18:00,96.21,0.9998
210,2023-06-04 14:19:00,96.2,0.9999
211,2023-06-04 14:20:00,96.15,0.9999
212,2023-06-04 14:21:00,96.15,0.9998
213,2023-06-04 14:22:00,96.15,0.9999
214,2023-06-04 14:23:00,96.17,0.9999
215,2023-06-04 14:24:00,96.16,0.9998
216,2023-06-04 14:25:00,96.12,0.9999
217,2023-06-04 14:26:00,96.11,0.9998
218,2023-06-04 14:27:00,96.09,0.9999
219,2023-06-04 14:28:00,96.08,0.9998
220,2023-06-04 14:29:00,96.1,0.9999
221,2023-06-04 14:30:00,96.17,0.9999
222,2023-06-04 14:31:00,96.18,0.9999
223,2023-06-04 14:32:00,96.12,0.9998
224,2023-06-04 14:33:00,96.08,0.9999
225,2023-06-04 14:34:00,96.1,0.9999
226,2023-06-04 14:35:00,96.07,0.9999
227,2023-06-04 14:36:00,95.93,0.9998
228,2023-06-04 14:37:00,95.78,0.9998
229,2023-06-04 14:38:00,95.85,0.9999
230,2023-06-04 14:39:00,95.82,0.9999
231,2023-06-04 14:40:00,95.81,0.9998
232,2023-06-04 14:41:00,95.9,0.9998
233,2023-06-04 14:42:00,95.93,0.9999
234,2023-06-04 14:43:00,95.94,0.9999
235,2023-06-04 14:44:00,95.9,0.9998
236,2023-06-04 14:45:00,96.03,0.9998
237,2023-06-04 14:46:00,95.92,0.9998
238,2023-06-04 14:47:00,95.92,0.9999
239,2023-06-04 14:48:00,95.94,0.9999
240,2023-06-04 14:49:00,95.87,0.9999
241,2023-06-04 14:50:00,95.95,0.9999
242,2023-06-04 14:51:00,96.01,0.9998
243,2023-06-04 14:52:00,96.02,0.9999
244,2023-06-04 14:53:00,96.01,0.9999
245,2023-06-04 14:54:00,96.08,0.9998
246,2023-06-04 14:55:00,96.05,0.9998
247,2023-06-04 14:56:00,96.0,0.9999
248,2023-06-04 14:57:00,96.01,0.9999
249,2023-06-04 14:58:00,96.02,0.9998
250,2023-06-04 14:59:00,96.0,0.9999
251,2023-06-04 15:00:00,95.95,0.9998
252,2023-06-04 15:01:00,95.92,0.9999
253,2023-06-04 15:02:00,95.86,0.9998
254,2023-06-04 15:03:00,95.86,0.9998
255,2023-06-04 15:04:00,95.62,0.9998
256,2023-06-04 15:05:00,95.56,0.9998
257,2023-06-04 15:06:00,95.49,0.9999
258,2023-06-04 15:07:00,95.6,0.9998
259,2023-06-04 15:08:00,95.54,0.9999
260,2023-06-04 15:09:00,95.59,0.9998
261,2023-06-04 15:10:00,95.61,0.9999
262,2023-06-04 15:11:00,95.64,0.9998
263,2023-06-04 15:12:00,95.61,0.9999
264,2023-06-04 15:13:00,95.76,0.9998
265,2023-06-04 15:14:00,95.83,0.9998
266,2023-06-04 15:15:00,95.73,0.9998
267,2023-06-04 15:16:00,95.72,0.9998
268,2023-06-04 15:17:00,95.8,0.9998
269,2023-06-04 15:18:00,95.81,0.9999
270,2023-06-04 15:19:00,95.8,0.9999
271,2023-06-04 15:20:00,95.8,0.9999
272,2023-06-04 15:21:00,95.78,0.9998
273,2023-06-04 15:22:00,95.79,0.9999
274,2023-06-04 15:23:00,95.82,0.9999
275,2023-06-04 15:24:00,95.78,0.9999
276,2023-06-04 15:25:00,95.73,0.9999
277,2023-06-04 15:26:00,95.59,0.9998
278,2023-06-04 15:27:00,95.55,0.9998
279,2023-06-04 15:28:00,95.56,0.9998
280,2023-06-04 15:29:00,95.57,0.9998
281,2023-06-04 15:30:00,95.45,0.9998
282,2023-06-04 15:31:00,95.39,0.9998
283,2023-06-04 15:32:00,95.34,0.9998
284,2023-06-04 15:33:00,95.49,0.9998
285,2023-06-04 15:34:00,95.49,0.9998
286,2023-06-04 15:35:00,95.55,0.9998
287,2023-06-04 15:36:00,95.53,0.9998
288,2023-06-04 15:37:00,95.52,0.9998
289,2023-06-04 15:38:00,95.61,0.9999
290,2023-06-04 15:39:00,95.65,0.9998
291,2023-06-04 15:40:00,95.59,0.9998
292,2023-06-04 15:41:00,95.64,0.9998
293,2023-06-04 15:42:00,95.64,0.9998
294,2023-06-04 15:43:00,95.56,0.9998
295,2023-06-04 15:44:00,95.61,0.9999
296,2023-06-04 15:45:00,95.66,0.9999
297,2023-06-04 15:46:00,95.8,0.9999
298,2023-06-04 15:47:00,95.78,0.9999
299,2023-06-04 15:48:00,95.79,0.9998
300,2023-06-04 15:49:00,95.81,0.9999
301,2023-06-04 15:50:00,95.81,0.9998
302,2023-06-04 15:51:00,95.84,0.9998
303,2023-06-04 15:52:00,95.83,0.9999
304,2023-06-04 15:53:00,95.88,0.9998
305,2023-06-04 15:54:00,95.95,0.9999
306,2023-06-04 15:55:00,95.96,0.9999
307,2023-06-04 15:56:00,95.86,0.9998
308,2023-06-04 15:57:00,95.84,0.9998
309,2023-06-04 15:58:00,95.82,0.9999
310,2023-06-04 15:59:00,95.81,0.9998
311,2023-06-04 16:00:00,95.76,0.9998
312,2023-06-04 16:01:00,95.77,0.9998
313,2023-06-04 16:02:00,95.86,0.9998
314,2023-06-04 16:03:00,95.8,0.9998
315,2023-06-04 16:04:00,95.8,0.9998
316,2023-06-04 16:05:00,95.74,0.9999
317,2023-06-04 16:06:00,95.79,0.9998
318,2023-06-04 16:07:00,95.8,0.9998
319,2023-06-04 16:08:00,95.72,0.9998
320,2023-06-04 16:09:00,95.57,0.9999
321,2023-06-04 16:10:00,95.6,0.9998
322,2023-06-04 16:11:00,95.52,0.9999
323,2023-06-04 16:12:00,95.54,0.9998
324,2023-06-04 16:13:00,95.43,0.9999
325,2023-06-04 16:14:00,95.44,0.9998
326,2023-06-04 16:15:00,95.44,0.9998
327,2023-06-04 16:16:00,95.42,0.9999
328,2023-06-04 16:17:00,95.32,0.9998
329,2023-06-04 16:18:00,95.44,0.9998
330,2023-06-04 16:19:00,95.47,0.9998
331,2023-06-04 16:20:00,95.48,0.9998
332,2023-06-04 16:21:00,95.45,0.9999
333,2023-06-04 16:22:00,95.52,0.9999
334,2023-06-04 16:23:00,95.56,0.9998
335,2023-06-04 16:24:00,95.49,0.9998
336,2023-06-04 16:25:00,95.47,0.9998
337,2023-06-04 16:26:00,95.55,0.9998
338,2023-06-04 16:27:00,95.55,0.9999
339,2023-06-04 16:28:00,95.6,0.9998
340,2023-06-04 16:29:00,95.64,0.9998
341,2023-06-04 16:30:00,95.64,0.9999
342,2023-06-04 16:31:00,95.76,0.9998
343,2023-06-04 16:32:00,95.51,0.9999
344,2023-06-04 16:33:00,95.55,0.9999
345,2023-06-04 16:34:00,95.51,0.9999
346,2023-06-04 16:35:00,95.47,0.9999
347,2023-06-04 16:36:00,95.45,0.9998
348,2023-06-04 16:37:00,95.44,0.9999
349,2023-06-04 16:38:00,95.47,0.9998
350,2023-06-04 16:39:00,95.45,0.9998
351,2023-06-04 16:40:00,95.51,0.9998
352,2023-06-04 16:41:00,95.52,0.9999
353,2023-06-04 16:42:00,95.55,0.9998
354,2023-06-04 16:43:00,95.49,0.9998
355,2023-06-04 16:44:00,95.52,0.9999
356,2023-06-04 16:45:00,95.56,0.9998
357,2023-06-04 16:46:00,95.58,0.9998
358,2023-06-04 16:47:00,95.52,0.9998
359,2023-06-04 16:48:00,95.53,0.9999
360,2023-06-04 16:49:00,95.55,0.9999
361,2023-06-04 16:50:00,95.64,0.9999
362,2023-06-04 16:51:00,95.67,0.9999
363,2023-06-04 16:52:00,95.71,0.9999
364,2023-06-04 16:53:00,95.75,0.9999
365,2023-06-04 16:54:00,95.79,0.9998
366,2023-06-04 16:55:00,95.74,0.9999
367,2023-06-04 16:56:00,95.67,0.9999
368,2023-06-04 16:57:00,95.63,0.9999
369,2023-06-04 16:58:00,95.64,0.9999
370,2023-06-04 16:59:00,95.52,0.9999
371,2023-06-04 17:00:00,95.49,0.9998
372,2023-06-04 17:01:00,95.48,0.9999
373,2023-06-04 17:02:00,95.53,0.9999
374,2023-06-04 17:03:00,95.49,0.9998
375,2023-06-04 17:04:00,95.44,0.9998
376,2023-06-04 17:05:00,95.4,0.9998
377,2023-06-04 17:06:00,95.25,0.9998
378,2023-06-04 17:07:00,95.26,0.9999
379,2023-06-04 17:08:00,95.37,0.9998
380,2023-06-04 17:09:00,95.39,0.9998
381,2023-06-04 17:10:00,95.35,0.9998
382,2023-06-04 17:11:00,95.33,0.9998
383,2023-06-04 17:12:00,95.46,0.9998
384,2023-06-04 17:13:00,95.44,0.9999
385,2023-06-04 17:14:00,95.47,0.9998
386,2023-06-04 17:15:00,95.53,0.9999
387,2023-06-04 17:16:00,95.54,0.9999
388,2023-06-04 17:17:00,95.53,0.9998
389,2023-06-04 17:18:00,95.5,0.9999
390,2023-06-04 17:19:00,95.5,0.9998
391,2023-06-04 17:20:00,95.41,0.9998
392,2023-06-04 17:21:00,95.4,0.9999
393,2023-06-04 17:22:00,95.48,0.9999
394,2023-06-04 17:23:00,95.56,0.9998
395,2023-06-04 17:24:00,95.65,0.9998
396,2023-06-04 17:25:00,95.45,0.9999
397,2023-06-04 17:26:00,95.46,0.9998
398,2023-06-04 17:27:00,95.43,0.9999
399,2023-06-04 17:28:00,95.4,0.9998
400,2023-06-04 17:29:00,95.43,0.9998
401,2023-06-04 17:30:00,95.37,0.9998
402,2023-06-04 17:31:00,95.37,0.9998
403,2023-06-04 17:32:00,95.42,0.9998
404,2023-06-04 17:33:00,95.52,0.9998
405,2023-06-04 17:34:00,95.51,0.9998
406,2023-06-04 17:35:00,95.53,0.9998
407,2023-06-04 17:36:00,95.56,0.9998
408,2023-06-04 17:37:00,95.59,0.9998
409,2023-06-04 17:38:00,95.59,0.9999
410,2023-06-04 17:39:00,95.56,0.9998
411,2023-06-04 17:40:00,95.59,0.9999
412,2023-06-04 17:41:00,95.56,0.9999
413,2023-06-04 17:42:00,95.6,0.9999
414,2023-06-04 17:43:00,95.57,0.9998
415,2023-06-04 17:44:00,95.64,0.9999
416,2023-06-04 17:45:00,95.75,0.9999
417,2023-06-04 17:46:00,95.75,0.9999
418,2023-06-04 17:47:00,95.77,0.9998
419,2023-06-04 17:48:00,95.85,0.9999
420,2023-06-04 17:49:00,95.81,0.9999
421,2023-06-04 17:50:00,95.83,0.9999
422,2023-06-04 17:51:00,95.81,0.9998
423,2023-06-04 17:52:00,95.8,0.9999
424,2023-06-04 17:53:00,95.81,0.9999
425,2023-06-04 17:54:00,95.86,0.9998
426,2023-06-04 17:55:00,95.85,0.9998
427,2023-06-04 17:56:00,95.82,0.9998
428,2023-06-04 17:57:00,95.78,0.9998
429,2023-06-04 17:58:00,95.79,0.9998
430,2023-06-04 17:59:00,95.8,0.9998
431,2023-06-04 18:00:00,95.9,0.9998
432,2023-06-04 18:01:00,95.92,0.9999
433,2023-06-04 18:02:00,95.85,0.9998
434,2023-06-04 18:03:00,95.9,0.9999
435,2023-06-04 18:04:00,95.96,0.9998
436,2023-06-04 18:05:00,95.9,0.9998
437,2023-06-04 18:06:00,95.87,0.9998
438,2023-06-04 18:07:00,95.93,0.9999
439,2023-06-04 18:08:00,95.89,0.9998
440,2023-06-04 18:09:00,95.89,0.9999
441,2023-06-04 18:10:00,95.91,0.9999
442,2023-06-04 18:11:00,95.88,0.9998
443,2023-06-04 18:12:00,95.84,0.9998
444,2023-06-04 18:13:00,95.8,0.9998
445,2023-06-04 18:14:00,95.81,0.9998
446,2023-06-04 18:15:00,95.92,0.9997
447,2023-06-04 18:16:00,95.94,0.9998
448,2023-06-04 18:17:00,95.92,0.9998
449,2023-06-04 18:18:00,95.96,0.9997
450,2023-06-04 18:19:00,95.95,0.9997
451,2023-06-04 18:20:00,95.96,0.9997
452,2023-06-04 18:21:00,95.98,0.9997
453,2023-06-04 18:22:00,96.0,0.9998
454,2023-06-04 18:23:00,95.91,0.9997
455,2023-06-04 18:24:00,95.93,0.9997
456,2023-06-04 18:25:00,95.9,0.9997
457,2023-06-04 18:26:00,95.94,0.9998
458,2023-06-04 18:27:00,96.0,0.9997
459,2023-06-04 18:28:00,95.99,0.9997
460,2023-06-04 18:29:00,96.2,0.9998
461,2023-06-04 18:30:00,96.12,0.9998
462,2023-06-04 18:31:00,96.09,0.9998
463,2023-06-04 18:32:00,96.01,0.9997
464,2023-06-04 18:33:00,96.08,0.9998
465,2023-06-04 18:34:00,96.03,0.9998
466,2023-06-04 18:35:00,96.01,0.9997
467,2023-06-04 18:36:00,96.09,0.9997
468,2023-06-04 18:37:00,96.18,0.9998
469,2023-06-04 18:38:00,96.16,0.9998
470,2023-06-04 18:39:00,96.11,0.9998
471,2023-06-04 18:40:00,96.03,0.9997
472,2023-06-04 18:41:00,96.06,0.9997
473,2023-06-04 18:42:00,96.07,0.9998
474,2023-06-04 18:43:00,96.03,0.9998
475,2023-06-04 18:44:00,96.01,0.9997
476,2023-06-04 18:45:00,96.01,0.9997
477,2023-06-04 18:46:00,96.01,0.9997
478,2023-06-04 18:47:00,96.01,0.9997
479,2023-06-04 18:48:00,96.01,0.9997
480,2023-06-04 18:49:00,95.98,0.9997
481,2023-06-04 18:50:00,95.95,0.9997
482,2023-06-04 18:51:00,95.91,0.9998
483,2023-06-04 18:52:00,95.97,0.9998
484,2023-06-04 18:53:00,95.88,0.9997
485,2023-06-04 18:54:00,95.88,0.9997
486,2023-06-04 18:55:00,95.87,0.9997
487,2023-06-04 18:56:00,95.91,0.9998
488,2023-06-04 18:57:00,95.84,0.9997
489,2023-06-04 18:58:00,95.83,0.9997
490,2023-06-04 18:59:00,95.76,0.9997
491,2023-06-04 19:00:00,95.8,0.9997
492,2023-06-04 19:01:00,95.82,0.9997
493,2023-06-04 19:02:00,95.84,0.9997
494,2023-06-04 19:03:00,95.81,0.9998
495,2023-06-04 19:04:00,95.89,0.9998
496,2023-06-04 19:05:00,95.78,0.9997
497,2023-06-04 19:06:00,95.77,0.9998
498,2023-06-04 19:07:00,95.8,0.9998
499,2023-06-04 19:08:00,95.77,0.9997
500,2023-06-04 19:09:00,95.8,0.9997
501,2023-06-04 19:10:00,95.83,0.9998
502,2023-06-04 19:11:00,95.93,0.9998
503,2023-06-04 19:12:00,95.95,0.9998
504,2023-06-04 19:13:00,96.0,0.9997
505,2023-06-04 19:14:00,95.93,0.9997
506,2023-06-04 19:15:00,95.98,0.9998
507,2023-06-04 19:16:00,95.84,0.9998
508,2023-06-04 19:17:00,95.82,0.9998
509,2023-06-04 19:18:00,95.85,0.9998
510,2023-06-04 19:19:00,95.85,0.9998
511,2023-06-04 19:20:00,95.88,0.9997
512,2023-06-04 19:21:00,95.84,0.9998
513,2023-06-04 19:22:00,95.92,0.9998
514,2023-06-04 19:23:00,95.92,0.9997
515,2023-06-04 19:24:00,95.88,0.9998
516,2023-06-04 19:25:00,95.84,0.9997
517,2023-06-04 19:26:00,95.84,0.9998
518,2023-06-04 19:27:00,95.87,0.9997
519,2023-06-04 19:28:00,95.81,0.9998
520,2023-06-04 19:29:00,95.82,0.9997
521,2023-06-04 19:30:00,95.77,0.9998
522,2023-06-04 19:31:00,95.75,0.9997
523,2023-06-04 19:32:00,95.75,0.9997
524,2023-06-04 19:33:00,95.69,0.9998
525,2023-06-04 19:34:00,95.6,0.9997
526,2023-06-04 19:35:00,95.63,0.9997
527,2023-06-04 19:36:00,95.61,0.9998
528,2023-06-04 19:37:00,95.61,0.9998
529,2023-06-04 19:38:00,95.58,0.9997
530,2023-06-04 19:39:00,95.6,0.9998
531,2023-06-04 19:40:00,95.59,0.9998
532,2023-06-04 19:41:00,95.63,0.9997
533,2023-06-04 19:42:00,95.61,0.9997
534,2023-06-04 19:43:00,95.63,0.9998
535,2023-06-04 19:44:00,95.53,0.9998
536,2023-06-04 19:45:00,95.53,0.9998
537,2023-06-04 19:46:00,95.52,0.9997
538,2023-06-04 19:47:00,95.61,0.9997
539,2023-06-04 19:48:00,95.62,0.9997
540,2023-06-04 19:49:00,95.61,0.9998
541,2023-06-04 19:50:00,95.61,0.9998
542,2023-06-04 19:51:00,95.61,0.9998
543,2023-06-04 19:52:00,95.61,0.9997
544,2023-06-04 19:53:00,95.61,0.9997
545,2023-06-04 19:54:00,95.6,0.9998
546,2023-06-04 19:55:00,95.57,0.9997
547,2023-06-04 19:56:00,95.53,0.9998
548,2023-06-04 19:57:00,95.46,0.9998
549,2023-06-04 19:58:00,95.49,0.9998
550,2023-06-04 19:59:00,95.55,0.9998
551,2023-06-04 20:00:00,95.5,0.9997
552,2023-06-04 20:01:00,95.46,0.9997
553,2023-06-04 20:02:00,95.44,0.9998
554,2023-06-04 20:03:00,95.45,0.9997
555,2023-06-04 20:04:00,95.45,0.9998
556,2023-06-04 20:05:00,95.44,0.9997
557,2023-06-04 20:06:00,95.42,0.9998
558,2023-06-04 20:07:00,95.49,0.9998
559,2023-06-04 20:08:00,95.49,0.9998
560,2023-06-04 20:09:00,95.51,0.9997
561,2023-06-04 20:10:00,95.5,0.9998
562,2023-06-04 20:11:00,95.45,0.9998
563,2023-06-04 20:12:00,95.52,0.9998
564,2023-06-04 20:13:00,95.52,0.9998
565,2023-06-04 20:14:00,95.49,0.9998
566,2023-06-04 20:15:00,95.57,0.9998
567,2023-06-04 20:16:00,95.61,0.9997
568,2023-06-04 20:17:00,95.6,0.9997
569,2023-06-04 20:18:00,95.56,0.9997
570,2023-06-04 20:19:00,95.52,0.9997
571,2023-06-04 20:20:00,95.56,0.9998
572,2023-06-04 20:21:00,95.56,0.9998
573,2023-06-04 20:22:00,95.61,0.9997
574,2023-06-04 20:23:00,95.64,0.9998
575,2023-06-04 20:24:00,95.62,0.9998
576,2023-06-04 20:25:00,95.66,0.9998
577,2023-06-04 20:26:00,95.66,0.9997
578,2023-06-04 20:27:00,95.71,0.9997
579,2023-06-04 20:28:00,95.72,0.9997
580,2023-06-04 20:29:00,95.72,0.9998
581,2023-06-04 20:30:00,95.65,0.9998
