,Time,BTCUSDT,BUSDUSDT
13284,2023-06-13 15:58:00,25992.72,0.9998
13285,2023-06-13 15:59:00,25985.67,0.9998
13286,2023-06-13 16:00:00,25970.83,0.9998
13287,2023-06-13 16:01:00,25954.52,0.9998
13288,2023-06-13 16:02:00,25900.08,0.9998
13289,2023-06-13 16:03:00,25938.73,0.9998
13290,2023-06-13 16:04:00,25933.57,0.9997
13291,2023-06-13 16:05:00,25934.56,0.9998
13292,2023-06-13 16:06:00,25927.24,0.9998
13293,2023-06-13 16:07:00,25954.37,0.9998
13294,2023-06-13 16:08:00,25967.48,0.9997
13295,2023-06-13 16:09:00,25963.05,0.9997
13296,2023-06-13 16:10:00,25955.17,0.9998
13297,2023-06-13 16:11:00,25932.88,0.9998
13298,2023-06-13 16:12:00,25938.15,0.9997
13299,2023-06-13 16:13:00,25956.6,0.9998
13300,2023-06-13 16:14:00,25924.33,0.9998
13301,2023-06-13 16:15:00,25914.12,0.9998
13302,2023-06-13 16:16:00,25893.09,0.9997
13303,2023-06-13 16:17:00,25861.47,0.9998
13304,2023-06-13 16:18:00,25879.99,0.9998
13305,2023-06-13 16:19:00,25866.9,0.9999
13306,2023-06-13 16:20:00,25870.98,0.9998
13307,2023-06-13 16:21:00,25848.28,0.9999
13308,2023-06-13 16:22:00,25834.74,0.9998
13309,2023-06-13 16:23:00,25817.0,0.9998
13310,2023-06-13 16:24:00,25807.72,0.9999
13311,2023-06-13 16:25:00,25824.97,0.9998
13312,2023-06-13 16:26:00,25788.16,0.9998
13313,2023-06-13 16:27:00,25801.13,0.9998
13314,2023-06-13 16:28:00,25825.84,0.9998
13315,2023-06-13 16:29:00,25765.41,0.9999
13316,2023-06-13 16:30:00,25763.73,0.9999
13317,2023-06-13 16:31:00,25772.57,0.9999
13318,2023-06-13 16:32:00,25755.14,0.9998
13319,2023-06-13 16:33:00,25779.77,0.9999
13320,2023-06-13 16:34:00,25780.65,0.9999
13321,2023-06-13 16:35:00,25782.7,0.9998
13322,2023-06-13 16:36:00,25822.34,0.9998
13323,2023-06-13 16:37:00,25820.27,0.9999
13324,2023-06-13 16:38:00,25808.4,0.9999
13325,2023-06-13 16:39:00,25810.98,0.9998
13326,2023-06-13 16:40:00,25834.83,0.9998
13327,2023-06-13 16:41:00,25820.01,0.9998
13328,2023-06-13 16:42:00,25826.38,0.9999
13329,2023-06-13 16:43:00,25816.63,0.9999
13330,2023-06-13 16:44:00,25826.94,0.9998
13331,2023-06-13 16:45:00,25830.76,0.9998
13332,2023-06-13 16:46:00,25809.7,0.9998
13333,2023-06-13 16:47:00,25801.01,0.9999
13334,2023-06-13 16:48:00,25803.7,0.9998
13335,2023-06-13 16:49:00,25794.18,0.9998
13336,2023-06-13 16:50:00,25761.37,0.9999
13337,2023-06-13 16:51:00,25781.24,0.9998
13338,2023-06-13 16:52:00,25794.89,0.9998
13339,2023-06-13 16:53:00,25789.6,0.9999
13340,2023-06-13 16:54:00,25780.64,0.9998
13341,2023-06-13 16:55:00,25765.91,0.9998
13342,2023-06-13 16:56:00,25760.0,0.9998
13343,2023-06-13 16:57:00,25740.51,0.9998
13344,2023-06-13 16:58:00,25733.46,0.9998
13345,2023-06-13 16:59:00,25759.54,0.9998
13346,2023-06-13 17:00:00,25779.94,0.9998
13347,2023-06-13 17:01:00,25773.19,0.9999
13348,2023-06-13 17:02:00,25769.16,0.9999
13349,2023-06-13 17:03:00,25786.9,0.9999
13350,2023-06-13 17:04:00,25800.82,0.9998
13351,2023-06-13 17:05:00,25795.6,0.9998
13352,2023-06-13 17:06:00,25801.83,0.9998
13353,2023-06-13 17:07:00,25807.48,0.9998
13354,2023-06-13 17:08:00,25800.26,0.9998
13355,2023-06-13 17:09:00,25810.3,0.9998
13356,2023-06-13 17:10:00,25810.0,0.9998
13357,2023-06-13 17:11:00,25804.15,0.9998
13358,2023-06-13 17:12:00,25806.01,0.9998
13359,2023-06-13 17:13:00,25814.71,0.9999
13360,2023-06-13 17:14:00,25811.77,0.9998
13361,2023-06-13 17:15:00,25810.02,0.9998
13362,2023-06-13 17:16:00,25827.66,0.9998
13363,2023-06-13 17:17:00,25834.34,0.9998
13364,2023-06-13 17:18:00,25833.47,0.9998
13365,2023-06-13 17:19:00,25844.13,0.9999
13366,2023-06-13 17:20:00,25820.18,0.9998
13367,2023-06-13 17:21:00,25830.71,0.9998
13368,2023-06-13 17:22:00,25822.56,0.9999
13369,2023-06-13 17:23:00,25810.0,0.9998
13370,2023-06-13 17:24:00,25813.14,0.9998
13371,2023-06-13 17:25:00,25803.71,0.9998
13372,2023-06-13 17:26:00,25811.56,0.9999
13373,2023-06-13 17:27:00,25818.74,0.9998
13374,2023-06-13 17:28:00,25828.76,0.9998
13375,2023-06-13 17:29:00,25820.01,0.9999
13376,2023-06-13 17:30:00,25805.36,0.9999
13377,2023-06-13 17:31:00,25808.54,0.9999
13378,2023-06-13 17:32:00,25810.0,0.9998
13379,2023-06-13 17:33:00,25812.86,0.9998
13380,2023-06-13 17:34:00,25805.51,0.9998
13381,2023-06-13 17:35:00,25803.63,0.9998
13382,2023-06-13 17:36:00,25806.72,0.9999
13383,2023-06-13 17:37:00,25802.81,0.9999
13384,2023-06-13 17:38:00,25803.39,0.9999
13385,2023-06-13 17:39:00,25805.47,0.9999
13386,2023-06-13 17:40:00,25815.75,0.9998
13387,2023-06-13 17:41:00,25822.51,0.9998
13388,2023-06-13 17:42:00,25857.75,0.9999
13389,2023-06-13 17:43:00,25845.58,0.9999
13390,2023-06-13 17:44:00,25853.65,0.9999
13391,2023-06-13 17:45:00,25848.6,0.9999
13392,2023-06-13 17:46:00,25850.01,0.9999
13393,2023-06-13 17:47:00,25866.97,0.9998
13394,2023-06-13 17:48:00,25863.11,0.9999
13395,2023-06-13 17:49:00,25864.17,0.9999
13396,2023-06-13 17:50:00,25865.02,0.9998
13397,2023-06-13 17:51:00,25863.75,0.9998
13398,2023-06-13 17:52:00,25862.06,0.9999
13399,2023-06-13 17:53:00,25861.97,0.9999
13400,2023-06-13 17:54:00,25863.1,0.9998
13401,2023-06-13 17:55:00,25846.79,0.9998
13402,2023-06-13 17:56:00,25849.99,0.9998
13403,2023-06-13 17:57:00,25853.76,0.9998
13404,2023-06-13 17:58:00,25868.44,0.9999
13405,2023-06-13 17:59:00,25865.29,0.9998
13406,2023-06-13 18:00:00,25857.68,0.9999
13407,2023-06-13 18:01:00,25866.93,0.9998
13408,2023-06-13 18:02:00,25872.61,0.9998
13409,2023-06-13 18:03:00,25860.81,0.9998
13410,2023-06-13 18:04:00,25863.36,0.9998
13411,2023-06-13 18:05:00,25874.66,0.9998
13412,2023-06-13 18:06:00,25881.52,0.9999
13413,2023-06-13 18:07:00,25891.57,0.9999
13414,2023-06-13 18:08:00,25879.9,0.9999
13415,2023-06-13 18:09:00,25882.9,0.9998
13416,2023-06-13 18:10:00,25860.29,0.9999
13417,2023-06-13 18:11:00,25866.06,0.9999
13418,2023-06-13 18:12:00,25872.28,0.9999
13419,2023-06-13 18:13:00,25868.61,0.9998
13420,2023-06-13 18:14:00,25867.81,0.9998
13421,2023-06-13 18:15:00,25866.21,0.9999
13422,2023-06-13 18:16:00,25873.9,0.9998
13423,2023-06-13 18:17:00,25876.05,0.9999
13424,2023-06-13 18:18:00,25864.61,0.9999
13425,2023-06-13 18:19:00,25866.21,0.9998
13426,2023-06-13 18:20:00,25863.09,0.9999
13427,2023-06-13 18:21:00,25844.2,0.9999
13428,2023-06-13 18:22:00,25846.0,0.9998
13429,2023-06-13 18:23:00,25832.39,0.9998
13430,2023-06-13 18:24:00,25832.38,0.9998
13431,2023-06-13 18:25:00,25833.95,0.9998
13432,2023-06-13 18:26:00,25840.63,0.9998
13433,2023-06-13 18:27:00,25834.92,0.9998
13434,2023-06-13 18:28:00,25836.47,0.9998
13435,2023-06-13 18:29:00,25841.06,0.9999
13436,2023-06-13 18:30:00,25836.6,0.9999
13437,2023-06-13 18:31:00,25836.78,0.9999
13438,2023-06-13 18:32:00,25791.79,0.9998
13439,2023-06-13 18:33:00,25819.11,0.9999
13440,2023-06-13 18:34:00,25817.76,0.9998
13441,2023-06-13 18:35:00,25812.23,0.9998
13442,2023-06-13 18:36:00,25817.36,0.9999
13443,2023-06-13 18:37:00,25848.37,0.9999
13444,2023-06-13 18:38:00,25823.69,0.9999
13445,2023-06-13 18:39:00,25828.32,0.9999
13446,2023-06-13 18:40:00,25822.71,0.9998
13447,2023-06-13 18:41:00,25819.52,0.9998
13448,2023-06-13 18:42:00,25821.23,0.9998
13449,2023-06-13 18:43:00,25828.32,0.9998
13450,2023-06-13 18:44:00,25829.68,0.9999
13451,2023-06-13 18:45:00,25825.92,0.9998
13452,2023-06-13 18:46:00,25822.45,0.9998
13453,2023-06-13 18:47:00,25832.43,0.9999
13454,2023-06-13 18:48:00,25832.44,0.9999
13455,2023-06-13 18:49:00,25830.76,0.9999
13456,2023-06-13 18:50:00,25827.2,0.9999
13457,2023-06-13 18:51:00,25820.0,0.9999
13458,2023-06-13 18:52:00,25819.29,0.9998
13459,2023-06-13 18:53:00,25833.66,0.9999
13460,2023-06-13 18:54:00,25820.99,0.9998
13461,2023-06-13 18:55:00,25824.09,0.9999
13462,2023-06-13 18:56:00,25817.51,0.9999
13463,2023-06-13 18:57:00,25824.01,0.9999
13464,2023-06-13 18:58:00,25824.92,0.9998
13465,2023-06-13 18:59:00,25821.88,0.9998
13466,2023-06-13 19:00:00,25811.78,0.9999
13467,2023-06-13 19:01:00,25804.08,0.9998
13468,2023-06-13 19:02:00,25805.02,0.9998
13469,2023-06-13 19:03:00,25830.0,0.9998
13470,2023-06-13 19:04:00,25851.57,0.9999
13471,2023-06-13 19:05:00,25851.96,0.9999
13472,2023-06-13 19:06:00,25893.6,0.9999
13473,2023-06-13 19:07:00,25862.3,0.9998
13474,2023-06-13 19:08:00,25886.74,0.9998
13475,2023-06-13 19:09:00,25904.59,0.9999
13476,2023-06-13 19:10:00,25904.6,0.9999
13477,2023-06-13 19:11:00,25932.68,0.9999
13478,2023-06-13 19:12:00,25915.99,0.9999
13479,2023-06-13 19:13:00,25934.15,0.9998
13480,2023-06-13 19:14:00,25935.28,0.9998
13481,2023-06-13 19:15:00,25918.87,0.9999
13482,2023-06-13 19:16:00,25922.55,0.9998
13483,2023-06-13 19:17:00,25931.36,0.9999
13484,2023-06-13 19:18:00,25946.25,0.9999
13485,2023-06-13 19:19:00,25962.97,0.9999
13486,2023-06-13 19:20:00,25930.01,0.9998
13487,2023-06-13 19:21:00,25910.0,0.9999
13488,2023-06-13 19:22:00,25908.71,0.9999
13489,2023-06-13 19:23:00,25897.78,0.9999
13490,2023-06-13 19:24:00,25908.18,0.9998
13491,2023-06-13 19:25:00,25908.44,0.9999
13492,2023-06-13 19:26:00,25905.0,0.9999
13493,2023-06-13 19:27:00,25903.98,0.9998
13494,2023-06-13 19:28:00,25889.43,0.9999
13495,2023-06-13 19:29:00,25898.6,0.9999
13496,2023-06-13 19:30:00,25894.35,0.9998
13497,2023-06-13 19:31:00,25902.36,0.9998
13498,2023-06-13 19:32:00,25894.83,0.9999
13499,2023-06-13 19:33:00,25890.01,0.9998
13500,2023-06-13 19:34:00,25879.55,0.9998
13501,2023-06-13 19:35:00,25871.91,0.9998
13502,2023-06-13 19:36:00,25872.13,0.9998
13503,2023-06-13 19:37:00,25872.47,0.9998
13504,2023-06-13 19:38:00,25864.8,0.9998
13505,2023-06-13 19:39:00,25874.05,0.9999
13506,2023-06-13 19:40:00,25874.34,0.9998
13507,2023-06-13 19:41:00,25869.0,0.9999
13508,2023-06-13 19:42:00,25847.1,0.9998
13509,2023-06-13 19:43:00,25858.47,0.9998
13510,2023-06-13 19:44:00,25864.85,0.9998
13511,2023-06-13 19:45:00,25867.63,0.9999
13512,2023-06-13 19:46:00,25874.27,0.9998
13513,2023-06-13 19:47:00,25867.64,0.9998
13514,2023-06-13 19:48:00,25854.89,0.9999
13515,2023-06-13 19:49:00,25850.04,0.9999
13516,2023-06-13 19:50:00,25869.73,0.9998
13517,2023-06-13 19:51:00,25874.08,0.9999
13518,2023-06-13 19:52:00,25871.3,0.9998
13519,2023-06-13 19:53:00,25871.3,0.9999
13520,2023-06-13 19:54:00,25868.76,0.9999
13521,2023-06-13 19:55:00,25891.66,0.9999
13522,2023-06-13 19:56:00,25889.32,0.9999
13523,2023-06-13 19:57:00,25875.87,0.9999
13524,2023-06-13 19:58:00,25886.21,0.9998
13525,2023-06-13 19:59:00,25889.63,0.9999
13526,2023-06-13 20:00:00,25886.58,0.9999
13527,2023-06-13 20:01:00,25895.59,0.9998
13528,2023-06-13 20:02:00,25881.01,0.9998
13529,2023-06-13 20:03:00,25890.56,0.9998
13530,2023-06-13 20:04:00,25891.4,0.9998
13531,2023-06-13 20:05:00,25893.78,0.9998
13532,2023-06-13 20:06:00,25890.79,0.9999
13533,2023-06-13 20:07:00,25891.39,0.9998
13534,2023-06-13 20:08:00,25891.99,0.9998
13535,2023-06-13 20:09:00,25888.54,0.9999
13536,2023-06-13 20:10:00,25890.63,0.9999
13537,2023-06-13 20:11:00,25899.96,0.9998
13538,2023-06-13 20:12:00,25895.75,0.9998
13539,2023-06-13 20:13:00,25894.02,0.9999
13540,2023-06-13 20:14:00,25892.73,0.9999
13541,2023-06-13 20:15:00,25891.43,0.9998
13542,2023-06-13 20:16:00,25900.28,0.9998
13543,2023-06-13 20:17:00,25918.42,0.9998
13544,2023-06-13 20:18:00,25913.24,0.9999
13545,2023-06-13 20:19:00,25915.23,0.9999
13546,2023-06-13 20:20:00,25923.43,0.9999
13547,2023-06-13 20:21:00,25927.17,0.9999
13548,2023-06-13 20:22:00,25921.95,0.9999
13549,2023-06-13 20:23:00,25921.95,0.9998
13550,2023-06-13 20:24:00,25912.51,0.9998
13551,2023-06-13 20:25:00,25893.06,0.9998
13552,2023-06-13 20:26:00,25881.1,0.9999
13553,2023-06-13 20:27:00,25868.99,0.9998
13554,2023-06-13 20:28:00,25873.71,0.9998
13555,2023-06-13 20:29:00,25873.89,0.9998
13556,2023-06-13 20:30:00,25885.65,0.9998
13557,2023-06-13 20:31:00,25899.54,0.9999
13558,2023-06-13 20:32:00,25894.95,0.9998
13559,2023-06-13 20:33:00,25886.34,0.9998
13560,2023-06-13 20:34:00,25890.19,0.9998
13561,2023-06-13 20:35:00,25896.37,0.9998
13562,2023-06-13 20:36:00,25882.29,0.9998
13563,2023-06-13 20:37:00,25873.33,0.9998
13564,2023-06-13 20:38:00,25871.79,0.9998
13565,2023-06-13 20:39:00,25881.08,0.9998
13566,2023-06-13 20:40:00,25893.98,0.9998
13567,2023-06-13 20:41:00,25891.47,0.9998
13568,2023-06-13 20:42:00,25891.47,0.9998
13569,2023-06-13 20:43:00,25892.56,0.9998
13570,2023-06-13 20:44:00,25886.13,0.9999
13571,2023-06-13 20:45:00,25893.66,0.9999
13572,2023-06-13 20:46:00,25889.67,0.9999
13573,2023-06-13 20:47:00,25897.24,0.9999
13574,2023-06-13 20:48:00,25891.72,0.9998
13575,2023-06-13 20:49:00,25891.72,0.9999
13576,2023-06-13 20:50:00,25887.56,0.9998
13577,2023-06-13 20:51:00,25892.28,0.9998
13578,2023-06-13 20:52:00,25892.29,0.9998
13579,2023-06-13 20:53:00,25892.28,0.9999
13580,2023-06-13 20:54:00,25892.28,0.9999
13581,2023-06-13 20:55:00,25891.16,0.9998
13582,2023-06-13 20:56:00,25890.01,0.9999
13583,2023-06-13 20:57:00,25873.02,0.9999
13584,2023-06-13 20:58:00,25870.35,0.9998
13585,2023-06-13 20:59:00,25902.84,0.9998
13586,2023-06-13 21:00:00,25897.63,0.9998
13587,2023-06-13 21:01:00,25888.8,0.9999
13588,2023-06-13 21:02:00,25873.95,0.9998
13589,2023-06-13 21:03:00,25872.82,0.9998
13590,2023-06-13 21:04:00,25872.83,0.9999
13591,2023-06-13 21:05:00,25858.33,0.9998
13592,2023-06-13 21:06:00,25854.41,0.9998
13593,2023-06-13 21:07:00,25854.75,0.9999
13594,2023-06-13 21:08:00,25854.75,0.9999
13595,2023-06-13 21:09:00,25854.74,0.9998
13596,2023-06-13 21:10:00,25854.1,0.9998
13597,2023-06-13 21:11:00,25858.51,0.9998
13598,2023-06-13 21:12:00,25859.33,0.9998
13599,2023-06-13 21:13:00,25859.32,0.9998
13600,2023-06-13 21:14:00,25854.22,0.9998
13601,2023-06-13 21:15:00,25853.97,0.9999
13602,2023-06-13 21:16:00,25853.82,0.9998
13603,2023-06-13 21:17:00,25853.82,0.9999
13604,2023-06-13 21:18:00,25857.21,0.9999
13605,2023-06-13 21:19:00,25855.12,0.9998
13606,2023-06-13 21:20:00,25855.11,0.9998
13607,2023-06-13 21:21:00,25851.21,0.9998
13608,2023-06-13 21:22:00,25851.2,0.9998
13609,2023-06-13 21:23:00,25854.9,0.9998
13610,2023-06-13 21:24:00,25854.9,0.9999
13611,2023-06-13 21:25:00,25854.89,0.9998
13612,2023-06-13 21:26:00,25850.2,0.9999
13613,2023-06-13 21:27:00,25846.5,0.9999
13614,2023-06-13 21:28:00,25846.5,0.9998
13615,2023-06-13 21:29:00,25852.17,0.9998
13616,2023-06-13 21:30:00,25848.93,0.9999
13617,2023-06-13 21:31:00,25888.79,0.9999
13618,2023-06-13 21:32:00,25891.86,0.9998
13619,2023-06-13 21:33:00,25898.88,0.9999
13620,2023-06-13 21:34:00,25927.84,0.9999
13621,2023-06-13 21:35:00,25947.08,0.9998
13622,2023-06-13 21:36:00,25942.76,0.9998
13623,2023-06-13 21:37:00,25921.46,0.9999
13624,2023-06-13 21:38:00,25924.26,0.9998
13625,2023-06-13 21:39:00,25932.79,0.9999
13626,2023-06-13 21:40:00,25923.07,0.9999
13627,2023-06-13 21:41:00,25914.92,0.9998
13628,2023-06-13 21:42:00,25914.93,0.9999
13629,2023-06-13 21:43:00,25880.06,0.9999
13630,2023-06-13 21:44:00,25855.53,0.9998
13631,2023-06-13 21:45:00,25869.03,0.9998
13632,2023-06-13 21:46:00,25872.38,0.9999
13633,2023-06-13 21:47:00,25890.01,0.9998
13634,2023-06-13 21:48:00,25902.64,0.9999
13635,2023-06-13 21:49:00,25904.74,0.9999
13636,2023-06-13 21:50:00,25900.09,0.9998
13637,2023-06-13 21:51:00,25857.16,0.9999
13638,2023-06-13 21:52:00,25878.22,0.9999
13639,2023-06-13 21:53:00,25886.3,0.9999
13640,2023-06-13 21:54:00,25877.27,0.9999
13641,2023-06-13 21:55:00,25870.71,0.9999
13642,2023-06-13 21:56:00,25875.06,0.9998
13643,2023-06-13 21:57:00,25867.76,0.9999
13644,2023-06-13 21:58:00,25842.12,0.9998
13645,2023-06-13 21:59:00,25847.98,0.9998
13646,2023-06-13 22:00:00,25843.01,0.9999
13647,2023-06-13 22:01:00,25860.74,0.9999
13648,2023-06-13 22:02:00,25865.51,0.9998
13649,2023-06-13 22:03:00,25865.0,0.9998
13650,2023-06-13 22:04:00,25864.99,0.9998
13651,2023-06-13 22:05:00,25856.62,0.9998
13652,2023-06-13 22:06:00,25856.69,0.9998
13653,2023-06-13 22:07:00,25857.31,0.9998
13654,2023-06-13 22:08:00,25865.0,0.9998
13655,2023-06-13 22:09:00,25860.79,0.9998
13656,2023-06-13 22:10:00,25862.07,0.9999
13657,2023-06-13 22:11:00,25862.08,0.9999
13658,2023-06-13 22:12:00,25862.08,0.9999
13659,2023-06-13 22:13:00,25860.82,0.9998
13660,2023-06-13 22:14:00,25854.36,0.9998
13661,2023-06-13 22:15:00,25852.36,0.9999
13662,2023-06-13 22:16:00,25848.93,0.9998
13663,2023-06-13 22:17:00,25846.11,0.9999
13664,2023-06-13 22:18:00,25853.52,0.9998
13665,2023-06-13 22:19:00,25846.1,0.9998
13666,2023-06-13 22:20:00,25845.6,0.9999
13667,2023-06-13 22:21:00,25846.1,0.9998
13668,2023-06-13 22:22:00,25843.01,0.9998
13669,2023-06-13 22:23:00,25826.97,0.9998
13670,2023-06-13 22:24:00,25836.63,0.9998
13671,2023-06-13 22:25:00,25836.63,0.9998
13672,2023-06-13 22:26:00,25836.64,0.9998
13673,2023-06-13 22:27:00,25845.62,0.9999
13674,2023-06-13 22:28:00,25856.81,0.9998
13675,2023-06-13 22:29:00,25850.83,0.9999
13676,2023-06-13 22:30:00,25838.19,0.9998
13677,2023-06-13 22:31:00,25828.96,0.9998
13678,2023-06-13 22:32:00,25826.36,0.9999
13679,2023-06-13 22:33:00,25826.38,0.9999
13680,2023-06-13 22:34:00,25826.37,0.9999
13681,2023-06-13 22:35:00,25836.5,0.9999
13682,2023-06-13 22:36:00,25836.5,0.9998
13683,2023-06-13 22:37:00,25836.53,0.9998
13684,2023-06-13 22:38:00,25823.21,0.9998
13685,2023-06-13 22:39:00,25817.73,0.9998
13686,2023-06-13 22:40:00,25839.35,0.9998
13687,2023-06-13 22:41:00,25842.73,0.9999
13688,2023-06-13 22:42:00,25845.38,0.9998
13689,2023-06-13 22:43:00,25846.34,0.9999
13690,2023-06-13 22:44:00,25847.55,0.9998
13691,2023-06-13 22:45:00,25851.37,0.9998
13692,2023-06-13 22:46:00,25851.38,0.9999
13693,2023-06-13 22:47:00,25851.39,0.9999
13694,2023-06-13 22:48:00,25854.26,0.9999
13695,2023-06-13 22:49:00,25854.25,0.9998
13696,2023-06-13 22:50:00,25854.25,0.9999
13697,2023-06-13 22:51:00,25880.0,0.9998
13698,2023-06-13 22:52:00,25873.84,0.9998
13699,2023-06-13 22:53:00,25875.89,0.9998
13700,2023-06-13 22:54:00,25875.9,0.9998
13701,2023-06-13 22:55:00,25864.76,0.9998
13702,2023-06-13 22:56:00,25855.63,0.9999
13703,2023-06-13 22:57:00,25855.63,0.9998
13704,2023-06-13 22:58:00,25847.44,0.9998
13705,2023-06-13 22:59:00,25847.45,0.9999
13706,2023-06-13 23:00:00,25854.79,0.9999
13707,2023-06-13 23:01:00,25847.94,0.9998
13708,2023-06-13 23:02:00,25851.15,0.9999
13709,2023-06-13 23:03:00,25854.66,0.9998
13710,2023-06-13 23:04:00,25861.07,0.9998
13711,2023-06-13 23:05:00,25854.65,0.9999
13712,2023-06-13 23:06:00,25853.71,0.9998
13713,2023-06-13 23:07:00,25848.26,0.9998
13714,2023-06-13 23:08:00,25848.18,0.9999
13715,2023-06-13 23:09:00,25845.14,0.9998
13716,2023-06-13 23:10:00,25836.46,0.9999
13717,2023-06-13 23:11:00,25839.99,0.9999
13718,2023-06-13 23:12:00,25836.68,0.9999
13719,2023-06-13 23:13:00,25839.99,0.9999
13720,2023-06-13 23:14:00,25838.23,0.9998
13721,2023-06-13 23:15:00,25837.08,0.9998
13722,2023-06-13 23:16:00,25833.51,0.9998
13723,2023-06-13 23:17:00,25831.94,0.9998
13724,2023-06-13 23:18:00,25834.56,0.9998
13725,2023-06-13 23:19:00,25836.95,0.9999
13726,2023-06-13 23:20:00,25836.96,0.9998
13727,2023-06-13 23:21:00,25833.38,0.9998
13728,2023-06-13 23:22:00,25836.15,0.9998
13729,2023-06-13 23:23:00,25831.84,0.9999
13730,2023-06-13 23:24:00,25831.84,0.9998
13731,2023-06-13 23:25:00,25831.84,0.9999
13732,2023-06-13 23:26:00,25820.96,0.9998
13733,2023-06-13 23:27:00,25820.89,0.9998
13734,2023-06-13 23:28:00,25816.75,0.9998
13735,2023-06-13 23:29:00,25812.72,0.9999
13736,2023-06-13 23:30:00,25827.17,0.9999
13737,2023-06-13 23:31:00,25827.77,0.9999
13738,2023-06-13 23:32:00,25827.76,0.9999
13739,2023-06-13 23:33:00,25838.74,0.9998
13740,2023-06-13 23:34:00,25829.7,0.9998
13741,2023-06-13 23:35:00,25829.69,0.9998
13742,2023-06-13 23:36:00,25829.7,0.9999
13743,2023-06-13 23:37:00,25836.61,0.9999
13744,2023-06-13 23:38:00,25829.07,0.9999
13745,2023-06-13 23:39:00,25829.0,0.9998
13746,2023-06-13 23:40:00,25837.89,0.9998
13747,2023-06-13 23:41:00,25838.75,0.9998
13748,2023-06-13 23:42:00,25838.75,0.9998
13749,2023-06-13 23:43:00,25833.69,0.9998
13750,2023-06-13 23:44:00,25825.75,0.9998
13751,2023-06-13 23:45:00,25838.75,0.9999
13752,2023-06-13 23:46:00,25847.85,0.9998
13753,2023-06-13 23:47:00,25840.37,0.9998
13754,2023-06-13 23:48:00,25838.27,0.9999
13755,2023-06-13 23:49:00,25839.56,0.9998
13756,2023-06-13 23:50:00,25839.1,0.9999
13757,2023-06-13 23:51:00,25845.54,0.9999
13758,2023-06-13 23:52:00,25849.99,0.9998
13759,2023-06-13 23:53:00,25842.65,0.9999
13760,2023-06-13 23:54:00,25842.64,0.9998
13761,2023-06-13 23:55:00,25850.0,0.9999
13762,2023-06-13 23:56:00,25845.08,0.9999
13763,2023-06-13 23:57:00,25845.07,0.9998
13764,2023-06-13 23:58:00,25840.0,0.9999
13765,2023-06-13 23:59:00,25840.0,0.9998
13766,2023-06-14 00:00:00,25849.9,0.9998
13767,2023-06-14 00:01:00,25857.53,0.9998
13768,2023-06-14 00:02:00,25858.4,0.9999
13769,2023-06-14 00:03:00,25858.41,0.9999
13770,2023-06-14 00:04:00,25859.69,0.9999
13771,2023-06-14 00:05:00,25862.3,0.9999
13772,2023-06-14 00:06:00,25860.28,0.9999
13773,2023-06-14 00:07:00,25863.92,0.9998
13774,2023-06-14 00:08:00,25879.21,0.9998
13775,2023-06-14 00:09:00,25878.22,0.9999
13776,2023-06-14 00:10:00,25861.67,0.9999
13777,2023-06-14 00:11:00,25880.0,0.9998
13778,2023-06-14 00:12:00,25875.81,0.9998
13779,2023-06-14 00:13:00,25880.0,0.9997
13780,2023-06-14 00:14:00,25875.75,0.9997
13781,2023-06-14 00:15:00,25866.29,0.9997
13782,2023-06-14 00:16:00,25866.28,0.9998
13783,2023-06-14 00:17:00,25874.99,0.9997
13784,2023-06-14 00:18:00,25877.38,0.9997
13785,2023-06-14 00:19:00,25878.67,0.9997
13786,2023-06-14 00:20:00,25875.32,0.9998
13787,2023-06-14 00:21:00,25864.22,0.9997
13788,2023-06-14 00:22:00,25865.7,0.9998
13789,2023-06-14 00:23:00,25873.18,0.9997
13790,2023-06-14 00:24:00,25873.17,0.9997
13791,2023-06-14 00:25:00,25862.76,0.9998
13792,2023-06-14 00:26:00,25862.75,0.9997
13793,2023-06-14 00:27:00,25865.83,0.9997
13794,2023-06-14 00:28:00,25862.77,0.9998
13795,2023-06-14 00:29:00,25871.86,0.9998
13796,2023-06-14 00:30:00,25867.73,0.9997
13797,2023-06-14 00:31:00,25867.73,0.9998
13798,2023-06-14 00:32:00,25862.67,0.9998
13799,2023-06-14 00:33:00,25862.66,0.9998
13800,2023-06-14 00:34:00,25862.66,0.9997
13801,2023-06-14 00:35:00,25865.62,0.9997
13802,2023-06-14 00:36:00,25865.62,0.9998
13803,2023-06-14 00:37:00,25865.62,0.9997
13804,2023-06-14 00:38:00,25867.3,0.9998
13805,2023-06-14 00:39:00,25867.3,0.9998
13806,2023-06-14 00:40:00,25862.72,0.9997
13807,2023-06-14 00:41:00,25865.18,0.9998
13808,2023-06-14 00:42:00,25869.57,0.9997
13809,2023-06-14 00:43:00,25869.56,0.9998
13810,2023-06-14 00:44:00,25869.57,0.9997
13811,2023-06-14 00:45:00,25869.58,0.9997
13812,2023-06-14 00:46:00,25871.42,0.9998
13813,2023-06-14 00:47:00,25871.42,0.9998
13814,2023-06-14 00:48:00,25871.42,0.9998
13815,2023-06-14 00:49:00,25885.08,0.9998
13816,2023-06-14 00:50:00,25891.15,0.9997
13817,2023-06-14 00:51:00,25898.45,0.9997
13818,2023-06-14 00:52:00,25908.18,0.9998
13819,2023-06-14 00:53:00,25907.9,0.9998
13820,2023-06-14 00:54:00,25909.99,0.9998
