,Time,ETHUSDT,BCHUSDT
486,2023-06-04 18:58:00,1899.01,116.2
487,2023-06-04 18:59:00,1899.0,116.3
488,2023-06-04 19:00:00,1899.26,116.2
489,2023-06-04 19:01:00,1899.33,116.3
490,2023-06-04 19:02:00,1899.63,116.4
491,2023-06-04 19:03:00,1899.99,116.5
492,2023-06-04 19:04:00,1900.88,116.4
493,2023-06-04 19:05:00,1900.37,116.4
494,2023-06-04 19:06:00,1900.38,116.3
495,2023-06-04 19:07:00,1900.85,116.4
496,2023-06-04 19:08:00,1900.84,116.4
497,2023-06-04 19:09:00,1901.3,116.3
498,2023-06-04 19:10:00,1901.39,116.4
499,2023-06-04 19:11:00,1903.26,116.4
500,2023-06-04 19:12:00,1902.98,116.4
501,2023-06-04 19:13:00,1903.83,116.4
502,2023-06-04 19:14:00,1903.05,116.4
503,2023-06-04 19:15:00,1903.17,116.3
504,2023-06-04 19:16:00,1901.79,116.3
505,2023-06-04 19:17:00,1902.34,116.5
506,2023-06-04 19:18:00,1902.54,116.5
507,2023-06-04 19:19:00,1902.77,116.6
508,2023-06-04 19:20:00,1902.78,116.5
509,2023-06-04 19:21:00,1902.68,116.6
510,2023-06-04 19:22:00,1903.56,116.6
511,2023-06-04 19:23:00,1903.56,116.6
512,2023-06-04 19:24:00,1903.16,116.6
513,2023-06-04 19:25:00,1903.16,116.7
514,2023-06-04 19:26:00,1903.16,116.7
515,2023-06-04 19:27:00,1903.15,116.6
516,2023-06-04 19:28:00,1903.16,116.7
517,2023-06-04 19:29:00,1903.16,116.5
518,2023-06-04 19:30:00,1902.35,116.6
519,2023-06-04 19:31:00,1902.34,116.6
520,2023-06-04 19:32:00,1903.28,116.6
521,2023-06-04 19:33:00,1903.12,116.6
522,2023-06-04 19:34:00,1902.58,116.6
523,2023-06-04 19:35:00,1902.0,116.5
524,2023-06-04 19:36:00,1902.0,116.5
525,2023-06-04 19:37:00,1902.12,116.5
526,2023-06-04 19:38:00,1902.15,116.5
527,2023-06-04 19:39:00,1902.15,116.5
528,2023-06-04 19:40:00,1902.16,116.6
529,2023-06-04 19:41:00,1902.15,116.6
530,2023-06-04 19:42:00,1902.21,116.7
531,2023-06-04 19:43:00,1902.08,116.6
532,2023-06-04 19:44:00,1901.83,116.6
533,2023-06-04 19:45:00,1901.83,116.5
534,2023-06-04 19:46:00,1901.64,116.6
535,2023-06-04 19:47:00,1901.75,116.6
536,2023-06-04 19:48:00,1901.92,116.5
537,2023-06-04 19:49:00,1901.91,116.5
538,2023-06-04 19:50:00,1901.92,116.6
539,2023-06-04 19:51:00,1901.91,116.5
540,2023-06-04 19:52:00,1901.92,116.5
541,2023-06-04 19:53:00,1901.92,116.5
542,2023-06-04 19:54:00,1902.05,116.5
543,2023-06-04 19:55:00,1902.05,116.5
544,2023-06-04 19:56:00,1902.18,116.6
545,2023-06-04 19:57:00,1902.21,116.6
546,2023-06-04 19:58:00,1903.15,116.5
547,2023-06-04 19:59:00,1903.16,116.5
548,2023-06-04 20:00:00,1902.85,116.5
549,2023-06-04 20:01:00,1902.62,116.5
550,2023-06-04 20:02:00,1902.62,116.6
551,2023-06-04 20:03:00,1902.62,116.6
552,2023-06-04 20:04:00,1902.96,116.6
553,2023-06-04 20:05:00,1903.57,116.6
554,2023-06-04 20:06:00,1903.57,116.6
555,2023-06-04 20:07:00,1904.08,116.6
556,2023-06-04 20:08:00,1904.08,116.7
557,2023-06-04 20:09:00,1904.01,116.6
558,2023-06-04 20:10:00,1904.01,116.6
559,2023-06-04 20:11:00,1904.0,116.6
560,2023-06-04 20:12:00,1904.12,116.6
561,2023-06-04 20:13:00,1904.18,116.6
562,2023-06-04 20:14:00,1903.45,116.6
563,2023-06-04 20:15:00,1903.38,116.6
564,2023-06-04 20:16:00,1903.37,116.6
565,2023-06-04 20:17:00,1903.37,116.6
566,2023-06-04 20:18:00,1903.37,116.6
567,2023-06-04 20:19:00,1903.11,116.6
568,2023-06-04 20:20:00,1903.24,116.6
569,2023-06-04 20:21:00,1903.67,116.6
570,2023-06-04 20:22:00,1904.18,116.6
571,2023-06-04 20:23:00,1904.18,116.6
572,2023-06-04 20:24:00,1904.25,116.6
573,2023-06-04 20:25:00,1904.39,116.6
574,2023-06-04 20:26:00,1904.39,116.6
575,2023-06-04 20:27:00,1904.81,116.6
576,2023-06-04 20:28:00,1905.39,116.6
577,2023-06-04 20:29:00,1904.65,116.6
578,2023-06-04 20:30:00,1905.11,116.5
